lev_id,E_calc,J,P,lev_name
288,24.34537,9/2,0,id 288 E_c 24345.37 4f(4)5F1.5d_4F 9/2
289,24.43373,7/2,0,id 289 E_c 24433.73 4f(4)5G1.5d_6I 7/2
290,24.49055,19/2,0,id 290 E_c 24490.55 4f(4)3L1.6s_4L 19/2
291,24.50051,15/2,0,id 291 E_c 24500.51 4f(4)3K2.5d_4K 15/2
292,24.51239,17/2,0,id 292 E_c 24512.39 4f(4)3K2.5d_4L 17/2
293,24.51425,11/2,0,id 293 E_c 24514.25 4f(4)5F1.5d_4H 11/2
294,24.55404,9/2,1,id 294 E_c 24554.04 4f(3)4I1.5d(2)3F2_2G 9/2
295,24.56343,11/2,1,id 295 E_c 24563.43 4f(3)4I1.5d_5G.6s_4G 11/2
296,24.57005,11/2,0,id 296 E_c 24570.05 4f(4)5G1.6s_4G 11/2
297,24.66812,7/2,0,id 297 E_c 24668.12 4f(4)3D1.6s_4D 7/2
298,24.72563,9/2,1,id 298 E_c 24725.63 4f(3)4I1.5d(2)3P2_4H 9/2
299,24.81256,11/2,1,id 299 E_c 24812.56 4f(4)5I1.6p_6K 11/2
300,24.81969,15/2,1,id 300 E_c 24819.69 4f(3)4I1.5d(2)1G2_4L 15/2
301,24.86514,15/2,1,id 301 E_c 24865.14 4f(4)5I1.6p_6H 15/2
302,24.87665,17/2,1,id 302 E_c 24876.65 4f(3)4I1.5d(2)1G2_4M 17/2
303,24.91594,15/2,1,id 303 E_c 24915.94 4f(3)4I1.5d_5I.6s_4I 15/2
304,24.98893,17/2,1,id 304 E_c 24988.93 4f(3)4I1.5d(2)3P2_6I 17/2
305,25.00581,11/2,0,id 305 E_c 25005.81 4f(4)3G2.6s_4G 11/2
306,25.01905,17/2,0,id 306 E_c 25019.05 4f(4)3L1.6s_2L 17/2
307,25.03628,7/2,1,id 307 E_c 25036.28 4f(3)4I1.5d(2)3P2_4H 7/2
308,25.12047,1/2,0,id 308 E_c 25120.47 4f(4)3P2.6s_4P 1/2
309,25.15946,7/2,1,id 309 E_c 25159.46 4f(3)4I1.5d(2)3F2_2F 7/2
310,25.21002,9/2,1,id 310 E_c 25210.02 4f(3)4F1.5d(2)3F2_6I 9/2
311,25.22602,13/2,1,id 311 E_c 25226.02 4f(3)4I1.5d_5H.6s_4H 13/2
312,25.25768,9/2,1,id 312 E_c 25257.68 4f(3)4I1.5d_3G.6s_4G 9/2
313,25.25972,5/2,0,id 313 E_c 25259.72 4f(4)3D1.6s_2D 5/2
314,25.31392,19/2,1,id 314 E_c 25313.92 4f(3)4I1.5d_3L.6s_4L 19/2
315,25.35618,15/2,0,id 315 E_c 25356.18 4f(4)3M1.6s_4M 15/2
316,25.38631,15/2,1,id 316 E_c 25386.31 4f(4)5I1.6p_4K 15/2
317,25.40235,17/2,1,id 317 E_c 25402.35 4f(4)5I1.6p_6I 17/2
318,25.44001,13/2,0,id 318 E_c 25440.01 4f(4)5F1.5d_4H 13/2
319,25.47918,13/2,1,id 319 E_c 25479.18 4f(3)4I1.5d(2)3F2_2I 13/2
320,25.51734,11/2,1,id 320 E_c 25517.34 4f(3)4I1.5d(2)1D2_4G 11/2
321,25.5225,17/2,0,id 321 E_c 25522.5 4f(4)3K2.5d_4K 17/2
322,25.59224,9/2,0,id 322 E_c 25592.24 4f(4)3G2.6s_2G 9/2
323,25.60503,15/2,0,id 323 E_c 25605.03 4f(4)3K2.5d_2L 15/2
324,25.60696,17/2,0,id 324 E_c 25606.96 4f(4)1L2.6s_2L 17/2
325,25.63671,13/2,1,id 325 E_c 25636.71 4f(4)5I1.6p_6K 13/2
326,25.64232,1/2,1,id 326 E_c 25642.32 4f(3)4S1.5d(2)3F2_6F 1/2
327,25.64496,11/2,1,id 327 E_c 25644.96 4f(4)5I1.6p_4H 11/2
328,25.64743,3/2,1,id 328 E_c 25647.43 4f(3)4S1.5d(2)3F2_6F 3/2
329,25.69005,19/2,1,id 329 E_c 25690.05 4f(3)4I1.5d(2)3F2_2M 19/2
330,25.69359,11/2,1,id 330 E_c 25693.59 4f(3)4I1.5d(2)1G2_4I 11/2
331,25.73334,17/2,0,id 331 E_c 25733.34 4f(4)3K2.5d_2M 17/2
332,25.77573,3/2,0,id 332 E_c 25775.73 4f(4)5S0.5d_4D 3/2
333,25.77747,5/2,0,id 333 E_c 25777.47 4f(4)3P2.6s_4P 5/2
334,25.79197,17/2,1,id 334 E_c 25791.97 4f(3)4I1.5d_3L.6s_2L 17/2
335,25.82191,1/2,0,id 335 E_c 25821.91 4f(4)5S0.5d_4D 1/2
336,25.85108,19/2,0,id 336 E_c 25851.08 4f(4)3K2.5d_4L 19/2
337,25.94895,5/2,0,id 337 E_c 25948.95 4f(4)5S0.5d_4D 5/2
338,25.96407,3/2,0,id 338 E_c 25964.07 4f(4)3P2.6s_2P 3/2
339,26.01304,15/2,1,id 339 E_c 26013.04 4f(3)4I1.5d(2)1D2_4I 15/2
340,26.0137,1/2,1,id 340 E_c 26013.7 4f(3)4F1.5d_5D.6s_6D 1/2
341,26.02545,11/2,1,id 341 E_c 26025.45 4f(3)4F1.5d(2)3F2_6I 11/2
342,26.02672,11/2,0,id 342 E_c 26026.72 4f(4)3K2.5d_2I 11/2
343,26.0273,7/2,1,id 343 E_c 26027.3 4f(3)4I1.5d(2)1G2_4H 7/2
344,26.03678,5/2,1,id 344 E_c 26036.78 4f(3)4S1.5d(2)3F2_6F 5/2
345,26.06908,3/2,1,id 345 E_c 26069.08 4f(3)4F1.5d(2)3F2_6G 3/2
346,26.09665,1/2,0,id 346 E_c 26096.65 4f(4)5F1.5d_6D 1/2
347,26.18778,9/2,1,id 347 E_c 26187.78 4f(3)4I1.5d(2)3P2_4I 9/2
348,26.2526,3/2,0,id 348 E_c 26252.6 4f(4)5F1.5d_6D 3/2
349,26.29957,9/2,1,id 349 E_c 26299.57 4f(3)4I1.5d_3G.6s_2G 9/2
350,26.31466,21/2,1,id 350 E_c 26314.66 4f(3)4I1.5d(2)1G2_4N 21/2
351,26.4314,5/2,1,id 351 E_c 26431.4 4f(3)4F1.5d(2)3F2_6G 5/2
352,26.50758,7/2,1,id 352 E_c 26507.58 4f(3)4S1.5d(2)3F2_6F 7/2
353,26.5162,17/2,1,id 353 E_c 26516.2 4f(3)4I1.5d(2)1G2_4L 17/2
354,26.54675,3/2,0,id 354 E_c 26546.75 4f(4)3P2.6s_4P 3/2
355,26.62749,11/2,1,id 355 E_c 26627.49 4f(3)4I1.5d(2)3P2_4H 11/2
356,26.66202,15/2,1,id 356 E_c 26662.02 4f(3)4I1.5d(2)1G2_4K 15/2
357,26.66906,19/2,1,id 357 E_c 26669.06 4f(3)4I1.5d(2)1G2_4M 19/2
358,26.69627,1/2,0,id 358 E_c 26696.27 4f(4)3P2.6s_2P 1/2
359,26.82929,13/2,1,id 359 E_c 26829.29 4f(3)4F1.5d(2)3F2_6I 13/2
360,26.91884,9/2,0,id 360 E_c 26918.84 4f(4)3F2.6s_4F 9/2
361,26.92121,17/2,0,id 361 E_c 26921.21 4f(4)3K2.5d_2L 17/2
362,26.92455,9/2,0,id 362 E_c 26924.55 4f(4)3K2.5d_4I 9/2
363,26.95995,17/2,1,id 363 E_c 26959.95 4f(4)5I1.6p_4K 17/2
364,26.96989,15/2,1,id 364 E_c 26969.89 4f(4)5I1.6p_6K 15/2
365,26.97204,7/2,1,id 365 E_c 26972.04 4f(3)4F1.5d(2)3F2_6G 7/2
366,27.0407,1/2,0,id 366 E_c 27040.7 4f(4)5G1.5d_6F 1/2
367,27.05377,9/2,1,id 367 E_c 27053.77 4f(3)4I1.5d(2)1G2_4H 9/2
368,27.07252,11/2,1,id 368 E_c 27072.52 4f(3)4I1.5d(2)3P2_4I 11/2
369,27.07805,5/2,1,id 369 E_c 27078.05 4f(3)4F1.5d_5H.6s_6H 5/2
370,27.12458,9/2,1,id 370 E_c 27124.58 4f(3)4S1.5d(2)3F2_6F 9/2
371,27.1457,15/2,1,id 371 E_c 27145.7 4f(4)5I1.6p_4I 15/2
372,27.14986,7/2,0,id 372 E_c 27149.86 4f(4)5F1.5d_6D 7/2
373,27.18744,7/2,1,id 373 E_c 27187.44 4f(3)4F1.5d_5D.6s_6D 7/2
374,27.19725,11/2,0,id 374 E_c 27197.25 4f(4)3H4.5d_4I 11/2
375,27.21169,13/2,1,id 375 E_c 27211.69 4f(4)5I1.6p_4H 13/2
376,27.22117,3/2,0,id 376 E_c 27221.17 4f(4)5G1.5d_6F 3/2
377,27.27516,5/2,1,id 377 E_c 27275.16 4f(3)4I1.5d(2)1G2_4G 5/2
378,27.30856,7/2,0,id 378 E_c 27308.56 4f(4)3F2.6s_2F 7/2
379,27.39079,13/2,0,id 379 E_c 27390.79 4f(4)3K2.5d_4K 13/2
380,27.41383,17/2,1,id 380 E_c 27413.83 4f(3)4I1.5d(2)3P2_4K 17/2
381,27.45818,11/2,1,id 381 E_c 27458.18 4f(3)4I1.5d_3G.6s_4G 11/2
382,27.46631,19/2,0,id 382 E_c 27466.31 4f(4)3K2.5d_2M 19/2
383,27.57785,13/2,1,id 383 E_c 27577.85 4f(3)2H2.5d(2)3F2_4L 13/2
384,27.57984,5/2,1,id 384 E_c 27579.84 4f(3)4F1.5d(2)3F2_6H 5/2
385,27.63615,7/2,1,id 385 E_c 27636.15 4f(3)4F1.5d_5H.6s_6H 7/2
386,27.68183,5/2,0,id 386 E_c 27681.83 4f(4)5G1.5d_6F 5/2
387,27.71398,17/2,0,id 387 E_c 27713.98 4f(4)3L1.5d_4N 17/2
388,27.72666,9/2,1,id 388 E_c 27726.66 4f(3)4F1.5d(2)3F2_6G 9/2
389,27.73501,3/2,0,id 389 E_c 27735.01 4f(4)3H4.5d_4F 3/2
390,27.80405,9/2,1,id 390 E_c 27804.05 4f(3)4I1.5d(2)3P2_2H 9/2
391,27.80638,9/2,0,id 391 E_c 27806.38 4f(4)3K2.5d_2H 9/2
392,27.82077,5/2,0,id 392 E_c 27820.77 4f(4)3F2.6s_4F 5/2
393,27.83419,3/2,1,id 393 E_c 27834.19 4f(3)4I1.5d(2)1G2_4F 3/2
394,27.83836,15/2,1,id 394 E_c 27838.36 4f(3)4F1.5d(2)3F2_6I 15/2
395,27.84611,11/2,1,id 395 E_c 27846.11 4f(3)4S1.5d(2)3F2_6F 11/2
396,27.89026,13/2,0,id 396 E_c 27890.26 4f(4)3K2.5d_4I 13/2
397,27.94666,9/2,0,id 397 E_c 27946.66 4f(4)5G1.5d_6H 9/2
398,27.96421,17/2,1,id 398 E_c 27964.21 4f(3)4I1.5d(2)1G2_4K 17/2
399,28.02346,11/2,0,id 399 E_c 28023.46 4f(4)3G2.5d_4I 11/2
400,28.04559,13/2,1,id 400 E_c 28045.59 4f(3)4I1.5d(2)3P2_4H 13/2
401,28.07629,7/2,1,id 401 E_c 28076.29 4f(3)4F1.5d(2)3F2_6H 7/2
402,28.15139,9/2,1,id 402 E_c 28151.39 4f(3)4S1.5d_5D.6s_6D 9/2
403,28.16093,7/2,0,id 403 E_c 28160.93 4f(4)3G2.5d_2F 7/2
404,28.21113,21/2,1,id 404 E_c 28211.13 4f(3)4I1.5d(2)1G2_4M 21/2
405,28.23052,19/2,0,id 405 E_c 28230.52 4f(4)3M1.6s_4M 19/2
406,28.27274,19/2,0,id 406 E_c 28272.74 4f(4)3L1.5d_4N 19/2
407,28.29672,19/2,1,id 407 E_c 28296.72 4f(3)4I1.5d(2)1G2_4L 19/2
408,28.30514,1/2,1,id 408 E_c 28305.14 4f(3)4I1.5d(2)1G2_4D 1/2
409,28.30981,17/2,0,id 409 E_c 28309.81 4f(4)3M1.6s_4M 17/2
410,28.3364,3/2,1,id 410 E_c 28336.4 4f(3)4F1.5d_5G.6s_6G 3/2
411,28.38226,23/2,1,id 411 E_c 28382.26 4f(3)4I1.5d(2)1G2_4N 23/2
412,28.39953,9/2,1,id 412 E_c 28399.53 4f(3)4F1.5d_5H.6s_6H 9/2
413,28.44624,13/2,0,id 413 E_c 28446.24 4f(4)3K2.5d_2K 13/2
414,28.46564,17/2,1,id 414 E_c 28465.64 4f(4)5I1.6p_6K 17/2
415,28.47409,5/2,0,id 415 E_c 28474.09 4f(4)3H4.5d_4F 5/2
416,28.5076,3/2,1,id 416 E_c 28507.6 4f(3)4F1.5d(2)3F2_6P 3/2
417,28.51793,5/2,1,id 417 E_c 28517.93 4f(3)4F1.5d(2)3F2_6P 5/2
418,28.57161,9/2,0,id 418 E_c 28571.61 4f(4)3I1.6s_4I 9/2
419,28.60155,7/2,0,id 419 E_c 28601.55 4f(4)3F2.6s_4F 7/2
420,28.60313,17/2,0,id 420 E_c 28603.13 4f(4)5G1.5d_6I 17/2
421,28.60908,7/2,1,id 421 E_c 28609.08 4f(3)4I1.5d(2)1G2_4G 7/2
422,28.61277,15/2,1,id 422 E_c 28612.77 4f(3)4I1.5d(2)1G2_4I 15/2
423,28.72685,13/2,1,id 423 E_c 28726.85 4f(3)4I1.5d(2)3P2_4I 13/2
424,28.74816,1/2,1,id 424 E_c 28748.16 4f(3)4F1.5d_5D.6s_4D 1/2
425,28.75157,5/2,0,id 425 E_c 28751.57 4f(4)3F2.6s_2F 5/2
426,28.78883,5/2,1,id 426 E_c 28788.83 4f(3)4F1.5d_5G.6s_6G 5/2
427,28.80647,15/2,0,id 427 E_c 28806.47 4f(4)1L2.6s_2L 15/2
428,28.86421,15/2,1,id 428 E_c 28864.21 4f(3)2H2.5d(2)3F2_4L 15/2
429,28.87296,11/2,0,id 429 E_c 28872.96 4f(4)3I1.6s_4I 11/2
430,28.88825,7/2,0,id 430 E_c 28888.25 4f(4)3K2.5d_4H 7/2
431,28.91378,21/2,0,id 431 E_c 28913.78 4f(4)3M1.6s_4M 21/2
432,28.93782,9/2,1,id 432 E_c 28937.82 4f(3)2H2.5d_3I.6s_4I 9/2
433,28.96485,15/2,0,id 433 E_c 28964.85 4f(4)3K2.5d_4I 15/2
434,28.98475,9/2,0,id 434 E_c 28984.75 4f(4)3K2.5d_4H 9/2
435,29.01911,3/2,0,id 435 E_c 29019.11 4f(4)5F1.5d_4P 3/2
436,29.04037,21/2,0,id 436 E_c 29040.37 4f(4)3L1.5d_4N 21/2
437,29.06264,17/2,1,id 437 E_c 29062.64 4f(3)4F1.5d(2)3F2_6I 17/2
438,29.07586,5/2,1,id 438 E_c 29075.86 4f(3)4I1.5d(2)1G2_4F 5/2
439,29.09721,7/2,1,id 439 E_c 29097.21 4f(3)2H2.5d(2)3F2_4H 7/2
440,29.13534,17/2,0,id 440 E_c 29135.34 4f(4)3M1.6s_2M 17/2
441,29.21499,11/2,1,id 441 E_c 29214.99 4f(3)4F1.5d(2)3F2_6H 11/2
442,29.21687,3/2,0,id 442 E_c 29216.87 4f(4)5G1.5d_6G 3/2
443,29.24312,7/2,0,id 443 E_c 29243.12 4f(4)3H4.5d_4F 7/2
444,29.34107,1/2,1,id 444 E_c 29341.07 4f(3)4F1.5d(2)3F2_6F 1/2
445,29.34922,17/2,0,id 445 E_c 29349.22 4f(4)3L1.5d_4M 17/2
446,29.36123,3/2,0,id 446 E_c 29361.23 4f(4)3F3.6s_4F 3/2
447,29.37557,7/2,1,id 447 E_c 29375.57 4f(3)4F1.5d_5G.6s_6G 7/2
448,29.38915,13/2,0,id 448 E_c 29389.15 4f(4)3G2.5d_4I 13/2
449,29.40736,3/2,1,id 449 E_c 29407.36 4f(3)4F1.5d(2)3F2_4D 3/2
450,29.42097,13/2,0,id 450 E_c 29420.97 4f(4)3I1.6s_4I 13/2
451,29.49083,3/2,1,id 451 E_c 29490.83 4f(3)4S1.5d_5D.6s_4D 3/2
452,29.49798,19/2,0,id 452 E_c 29497.98 4f(4)3M1.6s_2M 19/2
453,29.60445,5/2,1,id 453 E_c 29604.45 4f(3)4S1.5d_5D.6s_4D 5/2
454,29.65713,9/2,1,id 454 E_c 29657.13 4f(3)2H2.5d(2)3F2_2G 9/2
455,29.74085,5/2,0,id 455 E_c 29740.85 4f(4)5F1.5d_4P 5/2
456,29.79758,11/2,1,id 456 E_c 29797.58 4f(3)4I1.5d(2)3P2_2H 11/2
457,29.80206,11/2,0,id 457 E_c 29802.06 4f(4)3I1.6s_2I 11/2
458,29.80526,5/2,0,id 458 E_c 29805.26 4f(4)3F3.6s_4F 5/2
459,29.80745,15/2,0,id 459 E_c 29807.45 4f(4)3I1.6s_4I 15/2
460,29.83065,17/2,0,id 460 E_c 29830.65 4f(4)3H4.5d_4K 17/2
461,29.90113,7/2,1,id 461 E_c 29901.13 4f(3)4F1.5d_5H.6s_4H 7/2
462,29.96221,13/2,0,id 462 E_c 29962.21 4f(4)3K2.5d_4H 13/2
463,29.96492,1/2,1,id 463 E_c 29964.92 4f(3)4F1.5d(2)3F2_6D 1/2
464,30.05929,19/2,0,id 464 E_c 30059.29 4f(4)3L1.5d_4M 19/2
465,30.09897,9/2,1,id 465 E_c 30098.97 4f(3)4F1.5d(2)3F2_4I 9/2
466,30.11133,3/2,0,id 466 E_c 30111.33 4f(4)3G2.5d_2D 3/2
467,30.13027,13/2,1,id 467 E_c 30130.27 4f(3)4F1.5d(2)3F2_6H 13/2
468,30.13537,15/2,1,id 468 E_c 30135.37 4f(3)2H2.5d_3K.6s_4K 15/2
469,30.17192,23/2,0,id 469 E_c 30171.92 4f(4)3L1.5d_4N 23/2
470,30.19331,11/2,0,id 470 E_c 30193.31 4f(4)3K2.5d_4H 11/2
471,30.20509,7/2,1,id 471 E_c 30205.09 4f(3)4F1.5d(2)3F2_6F 7/2
472,30.21876,3/2,1,id 472 E_c 30218.76 4f(3)4I1.5d(2)1G2_4D 3/2
473,30.24221,1/2,1,id 473 E_c 30242.21 4f(3)4F1.5d_3P.6s_4P 1/2
474,30.27171,11/2,1,id 474 E_c 30271.71 4f(3)2H2.5d(2)3F2_4I 11/2
475,30.27799,3/2,1,id 475 E_c 30277.99 4f(3)4F1.5d(2)3F2_6D 3/2
476,30.2806,1/2,1,id 476 E_c 30280.6 4f(3)4F1.5d(2)3F2_4D 1/2
477,30.31088,13/2,1,id 477 E_c 30310.88 4f(3)4F1.5d_5H.6s_6H 13/2
478,30.35881,9/2,1,id 478 E_c 30358.81 4f(3)4I1.5d(2)1G2_4G 9/2
479,30.3592,9/2,0,id 479 E_c 30359.2 4f(4)5G1.5d_4G 9/2
480,30.4533,13/2,0,id 480 E_c 30453.3 4f(4)3I1.6s_2I 13/2
481,30.52054,5/2,0,id 481 E_c 30520.54 4f(4)3D1.5d_4G 5/2
482,30.5372,7/2,1,id 482 E_c 30537.2 4f(3)2H2.5d_1F.6s_2F 7/2
483,30.57933,5/2,1,id 483 E_c 30579.33 4f(3)4F1.5d(2)3F2_4D 5/2
484,30.67457,15/2,0,id 484 E_c 30674.57 4f(4)3G2.5d_4I 15/2
485,30.68792,17/2,0,id 485 E_c 30687.92 4f(4)3M1.5d_4N 17/2
486,30.76162,5/2,1,id 486 E_c 30761.62 4f(3)4F1.5d_3P.6s_4P 5/2
487,30.79256,1/2,0,id 487 E_c 30792.56 4f(4)5G1.5d_6D 1/2
488,30.83548,11/2,1,id 488 E_c 30835.48 4f(3)4I1.5d(2)3P2_2I 11/2
489,30.85826,15/2,1,id 489 E_c 30858.26 4f(3)4I1.5d(2)3P2_4I 15/2
490,30.88236,21/2,0,id 490 E_c 30882.36 4f(4)3L1.5d_4M 21/2
491,30.93357,7/2,1,id 491 E_c 30933.57 4f(3)4F1.5d(2)3F2_4H 7/2
492,30.99006,7/2,1,id 492 E_c 30990.06 4f(3)4F1.5d_5D.6s_4D 7/2
493,31.01247,11/2,1,id 493 E_c 31012.47 4f(3)4F1.5d_5G.6s_6G 11/2
494,31.10218,3/2,0,id 494 E_c 31102.18 4f(4)1D3.6s_2D 3/2
495,31.10477,13/2,0,id 495 E_c 31104.77 4f(4)3K2.5d_2I 13/2
496,31.11624,3/2,1,id 496 E_c 31116.24 4f(3)4F1.5d_3F.6s_4F 3/2
497,31.1355,5/2,1,id 497 E_c 31135.5 4f(3)4F1.5d(2)3F2_6S 5/2
498,31.18443,5/2,0,id 498 E_c 31184.43 4f(4)1D3.6s_2D 5/2
499,31.21174,1/2,0,id 499 E_c 31211.74 4f(4)3D1.5d_4P 1/2
500,31.25041,5/2,1,id 500 E_c 31250.41 4f(3)4F1.5d_5P.6s_6P 5/2
501,31.25595,5/2,1,id 501 E_c 31255.95 4f(3)2H2.5d(2)3F2_4G 5/2
502,31.29614,7/2,1,id 502 E_c 31296.14 4f(3)2H2.5d_3H.6s_4H 7/2
503,31.29846,3/2,0,id 503 E_c 31298.46 4f(4)3P2.5d_4F 3/2
504,31.30478,5/2,0,id 504 E_c 31304.78 4f(4)3P2.5d_2D 5/2
505,31.31733,9/2,0,id 505 E_c 31317.33 4f(4)1G4.6s_2G 9/2
506,31.40478,9/2,0,id 506 E_c 31404.78 4f(4)3D1.5d_4G 9/2
507,31.41798,7/2,0,id 507 E_c 31417.98 4f(4)1G4.6s_2G 7/2
508,31.44403,19/2,0,id 508 E_c 31444.03 4f(4)1L2.5d_2M 19/2
509,31.45788,3/2,1,id 509 E_c 31457.88 4f(3)4F1.5d(2)3F2_2P 3/2
510,31.50968,13/2,1,id 510 E_c 31509.68 4f(3)2H2.5d(2)3F2_4I 13/2
511,31.5362,3/2,1,id 511 E_c 31536.2 4f(3)2H2.5d(2)3F2_4D 3/2
512,31.55845,3/2,0,id 512 E_c 31558.45 4f(4)3G2.5d_4F 3/2
513,31.5794,1/2,1,id 513 E_c 31579.4 4f(3)4F1.5d(2)3F2_2P 1/2
514,31.63097,15/2,1,id 514 E_c 31630.97 4f(3)4F1.5d(2)3F2_6H 15/2
515,31.66338,7/2,1,id 515 E_c 31663.38 4f(3)2H2.5d_3G.6s_4G 7/2
516,31.6726,5/2,0,id 516 E_c 31672.6 4f(4)3G2.5d_4F 5/2
517,31.69124,1/2,1,id 517 E_c 31691.24 4f(3)4F1.5d_5F.6s_6F 1/2
518,31.72351,11/2,1,id 518 E_c 31723.51 4f(3)2H2.5d_3H.6s_4H 11/2
519,31.7527,13/2,0,id 519 E_c 31752.7 4f(4)3H4.5d_4H 13/2
520,31.81766,7/2,1,id 520 E_c 31817.66 4f(3)4F1.5d(2)3F2_4D 7/2
521,31.82558,9/2,1,id 521 E_c 31825.58 4f(3)4F1.5d(2)3F2_4H 9/2
522,31.82727,7/2,0,id 522 E_c 31827.27 4f(4)3D1.5d_4G 7/2
523,31.85149,7/2,0,id 523 E_c 31851.49 4f(4)3F3.6s_4F 7/2
524,31.86417,13/2,0,id 524 E_c 31864.17 4f(4)3L1.5d_4L 13/2
525,31.91394,13/2,1,id 525 E_c 31913.94 4f(3)4F1.5d_5G.6s_6G 13/2
526,31.92236,3/2,0,id 526 E_c 31922.36 4f(4)3D1.5d_4P 3/2
527,31.96257,7/2,1,id 527 E_c 31962.57 4f(3)4F1.5d(2)1D2_4H 7/2
528,31.99167,3/2,0,id 528 E_c 31991.67 4f(4)5F1.5d_4D 3/2
529,32.02002,19/2,0,id 529 E_c 32020.02 4f(4)3M1.5d_4O 19/2
530,32.02604,13/2,0,id 530 E_c 32026.04 4f(3)4I1.5d_5L.6p_6M 13/2
531,32.02723,5/2,1,id 531 E_c 32027.23 4f(3)2H2.5d_3F.6s_4F 5/2
532,32.03317,13/2,1,id 532 E_c 32033.17 4f(3)2H2.5d_3I.6s_4I 13/2
533,32.05627,11/2,1,id 533 E_c 32056.27 4f(3)2G1.5d(2)3F2_4K 11/2
534,32.09797,5/2,0,id 534 E_c 32097.97 4f(4)3F3.6s_2F 5/2
535,32.09853,5/2,1,id 535 E_c 32098.53 4f(3)4F1.5d_3F.6s_4F 5/2
536,32.12865,7/2,1,id 536 E_c 32128.65 4f(3)4F1.5d_5P.6s_6P 7/2
537,32.14543,5/2,1,id 537 E_c 32145.43 4f(3)4F1.5d(2)3F2_4G 5/2
538,32.19224,3/2,1,id 538 E_c 32192.24 4f(3)2H2.5d(2)3F2_4F 3/2
539,32.19702,15/2,1,id 539 E_c 32197.02 4f(3)2H2.5d(2)3F2_2L 15/2
540,32.2607,17/2,1,id 540 E_c 32260.7 4f(3)2H2.5d_3K.6s_4K 17/2
541,32.28953,3/2,0,id 541 E_c 32289.53 4f(4)3D1.5d_4S 3/2
542,32.29807,7/2,1,id 542 E_c 32298.07 4f(3)4S1.5d(2)3F2_4F 7/2
543,32.30752,11/2,0,id 543 E_c 32307.52 4f(4)3D1.5d_4G 11/2
544,32.30915,5/2,1,id 544 E_c 32309.15 4f(3)2H2.5d(2)3F2_4F 5/2
545,32.32165,9/2,1,id 545 E_c 32321.65 4f(3)4F1.5d(2)3F2_6D 9/2
546,32.33949,7/2,0,id 546 E_c 32339.49 4f(4)3G2.5d_4H 7/2
547,32.36221,5/2,1,id 547 E_c 32362.21 4f(3)4F1.5d_5F.6s_6F 5/2
548,32.40234,15/2,0,id 548 E_c 32402.34 4f(4)3L1.5d_4L 15/2
549,32.42101,9/2,0,id 549 E_c 32421.01 4f(4)5G1.5d_4I 9/2
550,32.42205,11/2,0,id 550 E_c 32422.05 4f(3)4I1.5d_5K.6p_6L 11/2
551,32.4812,13/2,0,id 551 E_c 32481.2 4f(4)5G1.5d_6G 13/2
552,32.53891,7/2,1,id 552 E_c 32538.91 4f(3)4F1.5d(2)3F2_4F 7/2
553,32.56952,17/2,1,id 553 E_c 32569.52 4f(3)2H2.5d(2)3F2_2L 17/2
554,32.59072,1/2,0,id 554 E_c 32590.72 4f(4)5G1.5d_4D 1/2
555,32.60182,13/2,1,id 555 E_c 32601.82 4f(3)2H2.5d(2)3F2_4K 13/2
556,32.61537,11/2,1,id 556 E_c 32615.37 4f(3)2H2.5d_3I.6s_2I 11/2
557,32.63462,17/2,0,id 557 E_c 32634.62 4f(4)3M1.5d_2M 17/2
558,32.64186,5/2,1,id 558 E_c 32641.86 4f(3)4F1.5d(2)1D2_4G 5/2
559,32.66486,11/2,1,id 559 E_c 32664.86 4f(3)2H2.5d(2)1D2_2I 11/2
560,32.67462,1/2,0,id 560 E_c 32674.62 4f(4)5D1.6s_6D 1/2
561,32.74119,1/2,1,id 561 E_c 32741.19 4f(3)4S1.5d_5D.6s_6D 1/2
562,32.78275,11/2,0,id 562 E_c 32782.75 4f(4)3L1.5d_4K 11/2
563,32.78981,9/2,1,id 563 E_c 32789.81 4f(3)4F1.5d(2)1D2_4H 9/2
564,32.79415,3/2,1,id 564 E_c 32794.15 4f(3)4S1.5d_5D.6s_6D 3/2
565,32.84463,9/2,1,id 565 E_c 32844.63 4f(3)4F1.5d_3H.6s_2H 9/2
566,32.8991,7/2,1,id 566 E_c 32899.1 4f(3)4F1.5d(2)1D2_4G 7/2
567,32.91739,9/2,0,id 567 E_c 32917.39 4f(4)3H4.5d_2G 9/2
568,32.96507,3/2,0,id 568 E_c 32965.07 4f(4)5D1.6s_6D 3/2
569,33.00072,3/2,0,id 569 E_c 33000.72 4f(4)5G1.5d_4D 3/2
570,33.03869,5/2,1,id 570 E_c 33038.69 4f(3)4S1.5d(2)1D2_4D 5/2
571,33.0683,11/2,0,id 571 E_c 33068.3 4f(3)4I1.5d_5L.6p_6L 11/2
572,33.07194,3/2,1,id 572 E_c 33071.94 4f(3)4S1.5d(2)1D2_4D 3/2
573,33.08258,9/2,1,id 573 E_c 33082.58 4f(3)2H2.5d(2)3F2_4G 9/2
574,33.11034,17/2,0,id 574 E_c 33110.34 4f(4)3L1.5d_4L 17/2
575,33.12601,21/2,0,id 575 E_c 33126.01 4f(4)1L2.5d_2N 21/2
576,33.13359,11/2,0,id 576 E_c 33133.59 4f(4)3G2.5d_4G 11/2
577,33.14377,9/2,0,id 577 E_c 33143.77 4f(4)3G2.5d_4H 9/2
