lev_id,E_calc,J,P,lev_name
357,69.3968,1.0,0,31 3d7.(2D2).4p 3D*  1.0
358,69.4487,3.0,0,88 3d7.(2H).4p 3G*  3.0
359,69.6123,2.0,0,52 3d7.(2D2).4p 3D*  2.0
360,70.0392,6.0,0,72 3d7.(2H).4p 1I*  6.0
361,70.099,4.0,0,78 3d7.(2D2).4p 3F*  4.0
362,70.413,3.0,0,59 3d7.(2D2).4p 3F*  3.0
363,70.5854,1.0,0,71 3d7.(2P).4p 3S*  1.0
364,70.672,5.0,0,99 3d6.(5D).4s.(2S).(6D).4p 7D*  5.0
365,70.746,2.0,0,62 3d7.(2D2).4p 3F*  2.0
366,70.9501,4.0,0,98 3d6.(5D).4s.(2S).(6D).4p 7D*  4.0
367,70.9799,1.0,0,45 3d7.(2P).4p 1P*  1.0
368,71.2258,3.0,0,98 3d6.(5D).4s.(2S).(6D).4p 7D*  3.0
369,71.4533,2.0,0,99 3d6.(5D).4s.(2S).(6D).4p 7D*  2.0
370,71.5956,6.0,0,97 3d7.(2H).4p 3H*  6.0
371,71.613,1.0,0,100 3d6.(5D).4s.(2S).(6D).4p 7D*  1.0
372,71.645,2.0,0,54 3d7.(2D2).4p 3P*  2.0
373,71.9054,5.0,0,95 3d7.(2H).4p 3H*  5.0
374,72.2252,4.0,0,93 3d7.(2H).4p 3H*  4.0
375,72.5137,3.0,0,57 3d7.(2D2).4p 1F*  3.0
376,72.6193,2.0,0,45 3d7.(2D2).4p 1D*  2.0
377,73.0284,1.0,0,53 3d7.(2D2).4p 3P*  1.0
378,73.2,4.0,0,74 3d7.(2H).4p 1G*  4.0
379,73.2991,0.0,0,64 3d7.(2D2).4p 3P*  0.0
380,74.479,1.0,0,71 3d7.(2D2).4p 1P*  1.0
381,74.5881,5.0,0,95 3d7.(2H).4p 1H*  5.0
382,75.0373,6.0,0,100 3d6.(5D).4s.(2S).(6D).4p 7F*  6.0
383,75.2617,5.0,0,99 3d6.(5D).4s.(2S).(6D).4p 7F*  5.0
384,75.4283,4.0,0,98 3d6.(5D).4s.(2S).(6D).4p 7F*  4.0
385,75.5515,3.0,0,99 3d6.(5D).4s.(2S).(6D).4p 7F*  3.0
386,75.6369,2.0,0,99 3d6.(5D).4s.(2S).(6D).4p 7F*  2.0
387,75.6902,1.0,0,99 3d6.(5D).4s.(2S).(6D).4p 7F*  1.0
388,75.7157,0.0,0,100 3d6.(5D).4s.(2S).(6D).4p 7F*  0.0
389,77.1423,4.0,0,99 3d6.(5D).4s.(2S).(6D).4p 7P*  4.0
390,77.9365,3.0,0,99 3d6.(5D).4s.(2S).(6D).4p 7P*  3.0
391,78.4915,2.0,0,99 3d6.(5D).4s.(2S).(6D).4p 7P*  2.0
392,80.479,4.0,0,57 3d6.(5D).4s.(2S).(4D).4p 5D*  4.0
393,80.7268,3.0,0,57 3d6.(5D).4s.(2S).(4D).4p 5D*  3.0
394,80.9758,2.0,0,57 3d6.(5D).4s.(2S).(4D).4p 5D*  2.0
395,81.1624,1.0,0,58 3d6.(5D).4s.(2S).(4D).4p 5D*  1.0
396,81.2599,0.0,0,58 3d6.(5D).4s.(2S).(4D).4p 5D*  0.0
397,82.1068,5.0,0,51 3d6.(5D).4s.(2S).(6D).4p 5F*  5.0
398,82.4727,4.0,0,48 3d6.(5D).4s.(2S).(6D).4p 5F*  4.0
399,82.7556,3.0,0,48 3d6.(5D).4s.(2S).(4D).4p 5F*  3.0
400,82.9587,2.0,0,49 3d6.(5D).4s.(2S).(4D).4p 5F*  2.0
401,83.0898,1.0,0,50 3d6.(5D).4s.(2S).(4D).4p 5F*  1.0
402,83.1277,3.0,0,89 3d7.(2F).4p 3G*  3.0
403,83.164,2.0,0,56 3d7.(2F).4p 1D*  2.0
404,83.4494,4.0,0,88 3d7.(2F).4p 3G*  4.0
405,83.8834,3.0,0,85 3d7.(2F).4p 3F*  3.0
406,83.9031,2.0,0,58 3d7.(2F).4p 3F*  2.0
407,83.9099,5.0,0,95 3d7.(2F).4p 3G*  5.0
408,84.0933,3.0,0,87 3d7.(2F).4p 3D*  3.0
409,84.181,1.0,0,94 3d7.(2F).4p 3D*  1.0
