wn_obs,wn_obs_unc,I_obs,snr_obs
22.9456404,4.695652174e-06,412.6449411,46
22.9476418,4.26e-05,103.8133656,5
22.9575023,9.6e-05,94.87835836,3
22.9618629,2.5875e-05,183.5689857,12
22.9619057,4.775e-05,161.1912095,6
22.9623518,4.68e-05,60.49747464,5
22.9623518,4.68e-05,60.49747464,5
22.9623518,4.68e-05,60.49747464,5
22.9704016,2.16e-06,5391.534291,260
22.9787323,5.175e-05,82.48341285,6
22.9922799,2.01e-06,67009.19367,3008
22.9937466,3.825e-05,131.9723816,6
23.0019375,3.8e-05,68.89610242,6
23.0037586,1.288235294e-05,355.1669315,17
23.0037586,1.288235294e-05,355.1669315,17
23.007595,1.935e-06,2085.128103,112
23.0218628,7.3e-05,62.33986659,3
23.0269527,2.595e-05,124.2869666,10
23.0338146,4.05e-05,87.58384041,7
23.0338146,4.05e-05,87.58384041,7
23.0359741,1.759090909e-05,100.7452466,11
23.0369905,4.11e-06,2106.083979,115
23.0443937,2.19e-05,213.2765716,10
23.0480086,4.70625e-05,109.1359394,8
23.050554,2.2e-06,1707.158683,90
23.0597653,1.98e-06,2304.422835,122
23.0649011,8.9e-05,82.48341285,3
23.0692198,1.95e-06,6454.83827,346
23.0773778,2.16e-06,4283.755369,206
23.0808788,0.000127,109.1359394,3
23.0816398,1.613513514e-05,1056.361822,37
23.0818026,1.905e-06,19586.29065,929
23.0911932,1.253571429e-05,228.7407954,14
23.1023919,4.3125e-05,61.7195845,4
23.1073744,6.4875e-05,53.65655971,4
23.1074597,3.375e-05,52.59410844,4
23.1269479,4.68e-05,60.49747464,5
23.1288367,2.2e-05,504.0054478,24
23.1395833,1.179545455e-05,245.326302,22
23.16177,5.5125e-05,45.26830794,4
23.1770237,4.3875e-05,35.25521487,4
23.1948351,2.410714286e-05,221.9805128,14
23.1983979,4.275e-05,465.2557444,16
23.1994269,2.265e-06,4241.1313,195
23.2002102,2.493975904e-06,1656.704549,83
23.2068099,8.693877551e-06,830.9638536,49
23.2091194,7.934210526e-06,484.2431507,38
23.2125972,5.85e-05,47.58921245,4
23.2154529,9.4125e-05,76.90709199,4
23.2154529,9.4125e-05,76.90709199,4
23.2180316,4.05e-05,48.06748194,5
23.2317968,3.735e-06,4829.920564,271
23.2385903,2.078571429e-05,49.53132424,7
23.2386171,6.1e-05,53.12267797,3
23.2415772,3e-05,148.7983172,10
23.2416256,3.278571429e-05,156.4273188,7
23.2437129,1.63125e-05,176.371182,16
23.2457568,2.07e-06,2650.717058,133
23.2468225,3.125e-05,106.9749228,6
23.2487244,1.905e-06,6785.784853,370
23.2591256,2.271428571e-05,55.84628464,7
23.2602987,9.775862069e-06,790.437317,29
23.2605738,3.733333333e-05,145.851933,9
23.2823064,6.3375e-06,447.0128449,40
23.2912877,1.393269231e-05,1623.899621,52
23.2927088,4.714285714e-05,100.7452466,7
23.2927088,4.714285714e-05,100.7452466,7
23.3001974,3.55e-05,57.54702676,6
23.3014361,2.01e-05,99.74282455,10
23.3023392,2.672727273e-05,145.851933,11
23.312974,2.65e-05,99.74282455,9
23.3177122,1.971428571e-05,373.3766782,21
23.3232936,2.76e-05,60.49747464,5
23.3264005,2.97e-06,11879.68619,841
23.3352829,0.0001455,133.298716,3
23.3421088,2.13e-06,2127.250464,103
23.3439117,5.07e-05,59.89552466,5
23.3460582,7.1e-05,62.96638261,3
23.3460582,7.1e-05,62.96638261,3
23.3461398,6.54e-05,77.68001106,5
23.3540148,4.0875e-05,56.97443423,4
23.3583456,1.92e-05,44.37195519,5
23.3714029,1.995e-06,59431.82343,3072
23.3728786,2.183333333e-05,171.1586554,9
23.379169,1.296428571e-05,433.8016484,28
23.3834766,3.6e-05,30.64954203,3
23.3843519,4.026315789e-06,1264.694517,57
23.3986036,3.2e-05,51.55269512,6
23.4007213,1.995e-06,8455.608359,440
23.4103356,5.283333333e-05,211.1544442,9
23.4211665,2.428571429e-05,474.6545137,21
23.4234282,4.942105263e-06,2106.083979,95
23.4250468,4.65e-05,100.7452466,5
23.42634,3.4e-05,110.2327638,6
23.42806,9.1875e-05,70.99427065,4
23.4316735,1.935e-06,9159.851101,436
23.4329904,1.95e-06,4829.920564,258
23.4429027,4.95e-05,55.29061478,5
23.4469573,2.603571429e-05,224.211444,14
23.4683029,3.011538462e-05,228.7407954,13
23.4693886,4.125e-05,59.29956419,4
23.4710827,2.01e-06,10966.33258,568
23.4797062,2.215384615e-05,181.7424537,13
23.480888,0.0001085,79.24923118,3
23.4918276,1.935e-05,189.1594631,10
23.4939297,6.69e-05,80.04568914,5
23.4939764,7.8e-05,76.14186359,3
23.5100536,4.86e-06,26175.65688,1119
23.5162344,2.732876712e-06,1411.750639,73
23.5192166,7.965517241e-06,324.5982208,29
23.5328287,3.173076923e-05,242.8852744,13
23.5472956,6.375e-06,290.7862706,32
23.5548265,0.0001208571429,579.7441108,7
23.5677821,8.483333333e-05,348.1341749,9
23.5698792,3.1e-05,591.4556985,21
23.5776679,1.565625e-05,192.9807176,16
23.5787486,4.83e-05,55.29061478,5
23.5792838,3.733333333e-05,131.9723816,9
23.5869459,3e-05,133.298716,10
23.5893645,0.000166,147.3177592,3
23.5930603,1.618421053e-05,282.1922671,19
23.5937345,1.95e-06,8124.059252,426
23.5937345,1.95e-06,8124.059252,426
23.6116939,8.295e-06,9068.709069,236
23.6125369,8.464285714e-06,327.8604771,28
23.6248675,6.75e-06,384.7476605,34
23.6254467,1.869230769e-05,159.5873401,13
23.6342628,6.847826087e-06,708.1008345,46
23.6347316,4.766666667e-06,946.3250831,45
23.6354193,1.854545455e-05,219.7717798,11
23.640138,4.5e-05,202.8749993,7
23.6403028,4.14e-05,46.64690271,5
23.6407013,2.571428571e-05,130.6592444,7
23.6415305,2.164285714e-05,49.53132424,7
23.6417528,2.016666667e-05,66.85994442,9
23.6443026,1.89e-06,10327.70315,513
23.6508492,2.01e-06,2929.495299,148
23.6529618,7.293103448e-06,603.403876,29
23.6613609,2.625e-06,3650.375679,332
23.6689144,5.91e-05,71.70776488,5
23.6752139,2.04e-06,2572.376559,128
23.677407,4.85e-05,80.04568914,6
23.6838553,4.2e-05,106.9749228,7
23.6842827,1.74375e-05,53.65655971,8
23.6849982,1.75e-05,196.8791664,15
23.6875624,2.358333333e-05,327.8604771,18
23.6884567,4.7875e-05,285.0283364,12
23.6914382,3.269230769e-06,984.9453016,78
23.6935905,3.525e-05,64.23836771,6
23.6975051,2.387096774e-06,2043.83982,93
23.7044483,6.075e-06,946.3250831,40
23.7059042,1.142857143e-05,245.326302,21
23.7188327,3.855e-06,2214.065162,137
23.7342434,4.11e-05,95.83189167,5
23.7343045,1.95e-05,92.07430866,10
23.7457949,1.0725e-05,185.4138746,20
23.7533485,0.0001155,138.738699,5
23.7597425,1.33125e-05,1794.686529,56
23.7680734,0.000159375,137.3582359,4
23.7680734,0.000159375,137.3582359,4
23.783491,8.903225806e-06,856.27044,31
23.783491,8.903225806e-06,856.27044,31
23.7916505,2.15e-06,1707.158683,90
23.7940073,1.975e-05,290.7862706,12
23.7954746,1.534615385e-05,98.75037681,13
23.796819,1.61e-05,634.341003,30
23.7989882,1.98e-06,21217.57529,1085
23.8022271,1.358333333e-05,166.1001822,18
23.8034312,2.239285714e-05,420.9809016,14
23.8068071,1.108333333e-05,156.4273188,18
23.8117419,1.554255319e-05,1690.17218,47
23.8151301,6.45e-05,145.851933,7
23.843456,2.5875e-05,514.187013,20
23.8526441,6.3e-05,62.33986659,3
23.8537598,1.98e-06,3472.344805,176
23.8537598,1.98e-06,3472.344805,176
23.8555947,6.96e-06,54316.59691,1562
23.8555947,6.96e-06,54316.59691,1562
23.8616077,9.66e-06,603.403876,25
23.8623533,2.867647059e-05,416.7920816,17
23.8753157,2.980263158e-06,839.3151691,76
23.8909879,6.825e-05,53.12267797,4
23.8961556,3.8625e-05,54.74047392,4
23.8997389,9.230769231e-06,621.7802293,26
23.9059295,1.965e-06,3472.344805,178
23.9103683,8.05e-05,72.42842985,3
23.9127316,3.24375e-05,88.46406259,8
23.9207251,4.102941176e-06,1886.702024,68
23.9211342,4.525423729e-06,660.2289096,59
23.9260503,9.142857143e-06,400.4494696,21
23.9302885,0.0001434,196.8791664,5
23.9304101,8.1375e-05,126.7977097,4
23.9350947,6.3e-05,76.90709199,5
23.9393555,9.525e-05,81.66269913,4
23.9394362,8.0625e-05,131.9723816,4
23.9435941,2.475e-05,82.48341285,6
23.9570896,4.8375e-05,68.21058469,4
23.9593933,3.25e-05,55.29061478,6
23.9624359,5.025e-05,87.58384041,4
23.96896,8.484375e-06,384.7476605,32
23.9799816,3.942857143e-05,189.1594631,7
23.986401,0.00017325,73.89156099,2
24.0075624,2.025e-06,2900.346344,143
24.0191869,1.673529412e-05,1867.929035,51
24.0279169,0.0002115,324.5982208,4
24.0326475,0.00014325,65.53604862,2
24.0398246,2.025e-06,22083.48092,1093
24.0408306,1.653846154e-05,1077.701726,39
24.0533493,4.2375e-05,76.14186359,4
24.0543179,2.520618557e-06,2374.602928,97
24.0855914,1.35e-05,196.8791664,17
24.0871153,1.89e-05,790.437317,30
24.0871153,1.89e-05,790.437317,30
24.108954,1.9125e-05,334.4836778,20
24.1178509,5.207142857e-05,242.8852744,7
24.1221103,2.05e-05,134.6383804,12
24.1230549,3.2e-05,115.8844672,6
24.1315667,3.45e-05,114.7314074,8
24.1358187,3.3e-05,74.63417347,7
24.1407784,0.00015975,138.738699,4
24.1425248,7.35e-05,105.9105145,4
24.1455398,5.315217391e-06,469.9316323,46
24.1509961,5.633333333e-06,2085.128103,90
24.1540325,1.478571429e-05,285.0283364,21
24.1629804,2.004545455e-05,106.9749228,11
24.1727014,1.063636364e-05,204.9139168,22
24.1794196,3.2e-05,54.19580705,6
24.1840415,9.681818182e-06,206.9733259,22
24.1846322,2.1125e-05,157.9994295,12
24.1861255,2.4e-05,55.29061478,7
24.1936768,1.996551724e-05,856.27044,29
24.1957932,3.0375e-06,873.5682301,80
24.1961466,2.01e-06,28073.60608,1383
24.1976266,6.55e-05,69.58850971,3
24.2032164,7.92e-05,109.1359394,5
24.2032164,7.92e-05,109.1359394,5
24.2068656,1.441666667e-05,215.4200268,18
24.2081097,1.725e-05,260.4963714,12
24.2133028,3.321428571e-05,78.4606981,7
24.2142097,6.55e-06,597.399917,30
24.2188222,3.9e-05,28.86470989,4
24.2516529,8.782894737e-06,2398.468074,76
24.2572357,4.035e-06,466300.2855,22179
24.2722197,2.85e-06,231557.8695,15422
24.2756649,2.2625e-05,161.1912095,12
24.2775007,2.983333333e-05,126.7977097,9
24.2863525,3.69375e-05,247.7918622,8
24.2953679,2.25e-05,80.04568914,6
24.2974899,0.000114,100.7452466,3
24.3073804,6.220588235e-06,729.665685,34
24.3099057,5.45e-05,100.7452466,6
24.3099057,5.45e-05,100.7452466,6
24.3208857,3.81e-06,85185.38025,4183
24.3223926,6.2e-05,224.211444,6
24.3237298,2.346e-05,640.716226,25
24.3256603,1.44375e-05,164.4474677,16
24.326054,6.261904762e-06,1290.243021,63
24.3267798,2.928947368e-05,479.4248608,19
24.3329542,5.136363636e-06,1167.460259,66
24.3340388,7.833333333e-06,247.7918622,27
24.3551905,3.54e-06,1830.941582,109
24.3571115,7.230769231e-06,540.5498936,39
24.3601158,2.88e-06,17900.52192,603
24.36059,2.355e-06,6078.937811,249
24.3865971,1.164285714e-05,529.8463084,21
24.3900998,3.35e-05,148.7983172,9
24.4000446,8.3625e-06,715.2173562,40
24.4004081,4.46875e-06,1066.978424,48
24.4036006,7.5375e-05,111.3406115,4
24.404281,3.15e-05,76.90709199,5
24.4076135,1.445833333e-05,814.5096866,36
24.4155856,5.22e-05,138.738699,5
24.4156305,1.638461538e-05,148.7983172,13
24.418031,3.964285714e-05,95.83189167,7
24.4248516,3.639705882e-06,744.4058894,68
24.4259826,3.9e-06,2900.346344,155
24.4287184,2.52e-06,105091.3344,7795
24.430246,2.353846154e-05,211.1544442,13
24.4323123,9.99e-05,138.738699,5
24.441038,1.7625e-05,58.70953361,8
24.4411634,0.000117375,217.585024,4
24.4412434,2.228571429e-05,54.74047392,7
24.4496183,2.22e-05,242.8852744,10
24.4532022,6.43125e-06,2127.250464,80
24.4613769,1.731818182e-05,104.8566972,11
24.4613769,1.731818182e-05,104.8566972,11
24.4651113,6.765e-06,18080.42514,524
24.4694392,8.857142857e-06,1640.220073,63
24.4782061,1.541666667e-05,233.3616458,18
24.487325,2.43e-06,2106.083979,157
24.4877631,2.1625e-05,145.851933,12
24.4877631,2.1625e-05,145.851933,12
24.4885591,2.115e-06,2704.265074,120
24.4885591,2.115e-06,2704.265074,120
24.4942437,1.697368421e-05,271.1273892,19
24.4986692,3.75e-06,2064.380742,72
24.4990668,2.625e-06,4115.786957,147
24.499806,3.275e-05,62.96638261,6
24.505441,2.205e-06,3614.053844,155
24.5061747,1.63e-05,162.811198,15
24.5185871,2.1975e-05,1640.220073,40
24.5212534,2.696202532e-06,1776.82911,79
24.5231521,2.565e-06,3472.344805,127
24.5235594,2.86875e-05,365.9833444,16
24.5261838,2.775e-06,3837.534391,249
24.5369198,4.2e-05,87.58384041,6
24.5487052,2.61e-06,7650.95093,275
24.5489131,3.99e-05,204.9139168,10
24.5496247,2.325e-05,129.3591732,10
24.55099,2.25e-06,25915.20475,1080
24.5583517,1.246875e-05,341.2406761,16
24.5592985,4.95e-05,28.01165835,3
24.5609055,4.02e-05,56.40753908,5
24.5659218,2.415789474e-05,408.5390653,19
24.5719,2.145e-06,4503.388152,400
24.5812901,3.65e-05,153.3298702,9
24.5813326,6.825e-05,117.0491154,4
24.5850441,2.64e-06,14365.50553,1007
24.6043751,4.227272727e-05,287.8929088,11
24.6043751,4.227272727e-05,287.8929088,11
24.6055572,2.83125e-05,102.7804153,8
24.60704,1.580769231e-05,144.4006919,13
24.6129561,3.75e-05,276.6045056,13
24.6277407,2.648076923e-05,946.3250831,26
24.6311674,4.375e-05,89.35313115,6
24.6321024,2.985e-06,2258.792225,147
24.6345761,3.135e-06,13664.89161,800
24.640597,3.435e-06,15561.96628,820
24.6421426,1.62972973e-05,955.8357983,37
24.6470687,3.3e-05,66.85994442,6
24.6547712,6e-05,58.12537394,4
24.6562908,3.664285714e-06,965.4420977,70
24.6568304,2e-05,172.8788184,9
24.6605394,8.310810811e-06,568.2644281,37
24.6666035,2.55e-06,9344.892347,340
24.6666035,2.55e-06,9344.892347,340
24.66664,2.46e-06,2598.229363,194
24.6698048,2.416666667e-05,102.7804153,9
24.6771853,4.3875e-05,76.90709199,4
24.6775634,2.4e-05,219.7717798,9
24.6829595,5.28e-05,71.70776488,5
24.6887581,7.339285714e-06,268.4296366,28
24.6997731,2.175e-05,235.7069593,10
24.7089944,1.510714286e-05,324.5982208,14
24.7107624,1.695e-05,192.9807176,10
24.7125323,4.98e-06,18818.30125,679
24.7141263,3.208695652e-05,839.3151691,23
24.7184504,2.01e-06,3876.102242,178
24.7220916,1.310526316e-05,200.8563692,19
24.7277695,2.19e-06,10642.22851,449
24.7321494,4.65e-05,87.58384041,4
24.740634,2.876712329e-06,759.4438657,73
24.7418731,1.128e-05,337.8452846,25
24.7518768,6.18e-05,84.99537629,5
24.7528039,8.722222222e-06,701.0551235,27
24.7615972,1.975e-05,162.811198,12
24.7626196,4.416666667e-05,204.9139168,9
24.7626756,6.3e-05,157.9994295,5
24.7691457,1.966666667e-05,85.84958397,9
24.7728178,2.76e-06,7499.451971,597
24.7733225,2.6625e-06,1867.929035,80
24.7769889,1.783928571e-05,694.0795184,28
24.7834584,2.55e-06,4074.834203,144
24.788283,5.364130435e-06,2572.376559,92
24.7983955,2.633333333e-05,240.4685355,9
24.8020736,1.35e-05,144.4006919,15
24.8042879,4.32e-05,56.97443423,5
24.8068789,3.642857143e-05,95.83189167,7
24.8251661,2.535e-06,43156.36163,3052
24.8266492,4.025e-05,84.14966811,6
24.8347063,2.15e-05,92.07430866,9
24.8450366,6.48e-05,82.48341285,5
24.8475804,4.695e-06,5724.92809,234
24.8559323,0.000168,97.7678041,3
24.8630332,2.655e-06,42301.80843,2742
24.8636369,9.227272727e-06,498.9905197,33
24.8645163,4.17e-05,58.12537394,5
24.8665945,3.646875e-05,489.1098652,16
24.8695678,1.360714286e-05,293.7087111,14
24.8729689,3.795e-06,3336.192257,150
24.8729689,3.795e-06,3336.192257,150
24.8739652,1.007142857e-05,412.6449411,28
24.8884478,4.370689655e-06,701.0551235,58
24.8933741,2.445e-05,120.6137612,10
24.8982021,3.12e-06,2085.128103,134
24.9061446,7.435714286e-06,2064.380742,70
24.9066611,2.34e-06,5555.730925,208
24.9172958,1.614705882e-05,242.8852744,17
24.923083,2.004545455e-05,273.8522547,11
24.9238054,2.61e-06,2650.717058,180
24.9248597,2.865e-05,591.4556985,20
24.9435456,1.032e-05,318.1707651,25
24.9445719,3.0375e-05,408.5390653,16
24.9477037,3.01e-05,327.8604771,15
24.9477037,3.01e-05,327.8604771,15
24.9490833,4.35e-05,167.7695067,9
24.9562231,3.33e-05,46.18276822,5
24.959488,1.925e-05,324.5982208,12
24.9650897,3.51e-05,54.74047392,5
24.9704728,5.860465116e-06,562.6101125,43
24.9782495,6e-05,64.23836771,3
24.9783599,6.8e-05,137.3582359,6
24.9882785,4.8e-05,106.9749228,6
24.9981887,1.610526316e-05,293.7087111,19
25.0011545,3.13125e-05,117.0491154,8
25.002018,3.033333333e-05,591.4556985,18
25.003971,2.0625e-05,148.7983172,12
25.0060407,5.835e-06,46285.55085,1408
25.0075481,9.33e-05,140.1330361,5
25.0097738,3.72e-05,52.59410844,5
25.0114772,1.995652174e-05,557.0120583,23
25.0131288,3.257142857e-05,96.79500814,7
25.0222834,2.445e-06,201306.7409,14414
25.0237783,1.14375e-05,484.2431507,24
25.0255193,2.445e-06,2842.915658,104
25.027123,2.805e-06,7133.699431,433
25.0410657,1.179545455e-05,296.6605227,22
25.0423617,4.8e-05,185.4138746,8
25.042679,7.102941176e-06,918.3569798,34
25.0430648,9.65e-06,524.5742595,30
25.0440768,2.675675676e-06,694.0795184,74
25.0449918,2.13e-06,12488.77067,1001
25.0459364,4.02e-06,4198.931349,221
25.0498715,2.746153846e-05,946.3250831,26
25.051977,1.185e-05,524.5742595,30
25.0537027,2.82e-06,2814.628185,187
25.0537027,2.82e-06,2814.628185,187
25.0577431,3.535714286e-05,104.8566972,7
25.0578136,4.5e-05,84.14966811,4
25.0627842,1.55e-05,179.934096,15
25.0664549,3e-05,83.31237488,7
25.067147,1.845e-05,233.3616458,10
25.0736936,3.915e-06,6201.74048,271
25.0841983,3.940909091e-05,235.7069593,11
25.086675,3.95e-05,178.1437318,9
25.0895869,2.042307692e-05,198.8578249,13
25.0977294,5.625e-05,53.65655971,4
25.0995066,8.625e-05,171.1586554,4
25.1073291,6.8625e-05,252.7975697,8
25.1209509,4.59e-05,331.1555196,5
25.1215601,4.44e-06,85185.38025,3480
25.1225921,2.025e-06,3270.131244,144
25.1257552,2.535e-06,1983.435254,170
25.127045,2.16e-06,26175.65688,2040
25.1328687,3.514285714e-05,351.6329715,14
25.1363172,3.223404255e-06,1469.365235,94
25.1391636,3.375e-05,75.38424934,6
25.1481096,6.481132075e-06,975.1449421,53
25.151006,2.13e-05,124.2869666,10
25.151851,3.03e-06,14951.77289,847
25.1534264,2.620253165e-06,1867.929035,79
25.1593809,2.4e-05,722.4054001,25
25.1613432,1.411764706e-05,219.7717798,17
25.1618951,6.825e-06,5337.887638,141
25.1659177,4.935e-06,5445.720101,242
25.1698214,3.075e-05,113.5898208,8
25.1800047,1.516666667e-05,62.33986659,9
25.1874001,2.67e-06,6785.784853,520
25.1906984,2.92826087e-05,936.9090012,23
25.1906984,2.92826087e-05,936.9090012,23
25.1922091,2.516129032e-06,2471.512271,93
25.1923872,5.4e-05,85.84958397,5
25.2044207,0.00017,110.2327638,3
25.2045065,8.0625e-05,162.811198,4
25.207334,3.6e-05,82.48341285,6
25.2120639,7.68e-06,285.0283364,25
25.2135355,6.2625e-05,64.88396399,4
25.2135355,6.2625e-05,64.88396399,4
25.2257332,4.157142857e-05,119.4136442,7
25.239024,3.105e-06,2598.229363,172
25.2422883,4.38e-05,151.8042224,5
25.2541376,0.00012,153.3298702,3
25.2541887,4.6875e-05,178.1437318,8
25.2546568,2.228571429e-05,68.21058469,7
25.2557214,3.025e-05,134.6383804,6
25.2585889,3.135e-06,21863.74662,1182
25.2606811,6.097826087e-06,615.5934226,46
25.2671901,1.444736842e-05,265.758727,19
25.2692009,4.17e-06,4283.755369,186
25.2775876,1.925e-05,162.811198,12
25.2776135,1.96875e-05,153.3298702,8
25.286212,4.875e-05,49.53132424,4
25.29061,6.96e-06,35333.44064,864
25.2918111,1.523076923e-05,680.3358429,13
25.2918478,6.870967742e-06,822.695635,31
25.2944537,5.385e-06,5667.964114,181
25.2983064,3.0375e-05,380.9193673,16
25.315833,2.07e-06,2842.915658,121
25.3252859,7.448275862e-06,715.2173562,29
25.3277318,7.618421053e-06,621.7802293,38
25.3309019,5.4e-06,5667.964114,207
25.3343205,2.145e-06,8626.422958,354
25.3392688,5.79e-06,31337.95071,923
25.3418693,6.485294118e-06,392.5200586,34
25.3453643,6.492857143e-05,198.8578249,7
25.3453643,6.492857143e-05,198.8578249,7
25.3460462,2.905063291e-06,2023.503284,79
25.356272,3.090361446e-06,994.8441564,83
25.3589232,7.32e-05,221.9805128,5
25.3589837,5.34375e-05,206.9733259,8
25.3623841,2.55e-06,51667.54527,3488
25.3638707,5.4e-05,185.4138746,5
25.3678095,3.675e-06,16690.33608,763
25.3792678,3.65e-05,285.0283364,12
25.3808806,2.489010989e-06,946.3250831,91
25.3808806,2.489010989e-06,946.3250831,91
25.3832032,6.18e-05,98.75037681,5
25.3866199,3.5625e-05,133.298716,8
25.3995172,2.055e-06,53776.13775,4576
25.4010013,7.1625e-05,135.9915085,4
25.4039455,3.735294118e-06,484.2431507,51
25.4039455,3.735294118e-06,484.2431507,51
25.4076439,5.6625e-06,447.0128449,40
25.412771,2.97e-06,6201.74048,344
25.415707,0.000108,73.89156099,3
25.4176455,8.793103448e-06,362.3417593,29
25.421617,2.22e-06,4241.1313,165
25.4230043,1.5e-05,245.326302,18
25.4300948,9.875e-06,634.341003,24
25.4375304,3.771428571e-05,202.8749993,7
25.437579,3.3875e-05,318.1707651,12
25.4429062,2.685e-06,1690.17218,135
25.4470043,2.22e-06,7277.809699,269
25.4637102,9.642857143e-06,489.1098652,21
25.4658314,2.13e-06,5667.964114,234
25.4695104,2.048387097e-06,900.172313,93
25.4735769,8.97e-06,1144.343017,50
25.485066,6.730263158e-06,2236.316877,76
25.4958037,4.772727273e-06,425.21182,44
25.4982287,3.705e-06,2871.487426,149
25.498846,3e-06,2327.582659,149
25.4992265,2.345744681e-06,1088.532798,94
25.5021039,1.125e-05,1411.750639,50
25.5055351,9.681818182e-06,545.9825003,33
25.5055942,6.675e-05,509.0707767,6
25.5120199,3e-05,94.87835836,7
25.5217597,2.82e-06,6264.068998,435
25.5221621,2.215384615e-05,194.920196,13
25.5322586,3.615e-05,198.8578249,10
25.5370842,6.324324324e-06,984.9453016,37
25.5578957,1.525e-05,257.9043992,12
25.5686332,7.035e-06,119680.9943,3098
25.5779227,4.928571429e-06,891.2154588,63
25.5779227,4.928571429e-06,891.2154588,63
25.5791017,2.38e-05,276.6045056,15
25.5912383,3.525e-05,91.15816393,6
25.5912894,9.6e-05,120.6137612,3
25.5925022,3.84e-06,22984.72483,992
25.6025735,1.0375e-05,305.6951502,24
25.6070947,7.132653061e-06,806.4051898,49
25.6182824,3.975e-05,101.7577431,6
25.629641,1.68e-05,447.0128449,15
25.6306502,5.375e-05,388.6144287,12
25.6339089,0.000121,133.298716,3
25.6403412,3.51e-05,70.28787581,5
25.6436981,2.278846154e-05,830.9638536,26
25.6500002,4.425e-05,111.3406115,6
25.6524372,2.925e-05,161.1912095,10
25.6668178,2.205e-06,70444.82845,5287
25.6682719,1.528571429e-05,377.1291662,21
25.6727445,3.645e-06,245876.6084,11840
25.6779598,2.25e-06,891.2154588,92
25.6794637,2.34e-06,1690.17218,142
25.6801696,1.125e-05,282.1922671,22
25.6801696,1.125e-05,282.1922671,22
25.6856642,3.948529412e-06,936.9090012,68
25.6865909,2.907407407e-06,2214.065162,81
25.6886616,7.875e-06,489.1098652,36
25.6904149,8.611111111e-06,715.2173562,27
25.6947885,2.265e-05,206.9733259,10
25.6947885,2.265e-05,206.9733259,10
25.6948724,2.505e-05,192.9807176,10
25.6997674,1.013793103e-05,433.8016484,29
25.7197087,1.356e-05,416.7920816,25
25.7255145,5.61e-05,114.7314074,5
25.7309073,2.985e-06,2085.128103,117
25.7335479,1.453125e-05,179.934096,16
25.7353672,3.45e-06,3724.118139,186
25.7508181,0.000164,130.6592444,3
25.7534538,2.7e-06,149131.7019,9060
25.7592504,2.233333333e-05,141.5413865,9
25.7592842,1.361538462e-05,172.8788184,13
25.7636836,6.75e-06,715.2173562,30
25.7742191,5.025e-06,3205.378326,119
25.7843437,5.91e-05,113.5898208,5
25.7869193,5.235e-06,49641.63188,1617
25.7869193,5.235e-06,49641.63188,1617
25.7884157,7.6875e-05,200.8563692,4
25.7941129,8.5125e-05,226.4647964,4
25.7962144,0.000104625,293.7087111,4
25.7973953,5.366666667e-06,1290.243021,45
25.8061008,3.15e-06,300314.3674,15832
25.8117011,4.59e-06,558262.7981,20384
25.818215,1.476315789e-05,946.3250831,19
25.8183583,2.175e-05,1132.956623,18
25.8224984,6.66e-05,273.8522547,5
25.8289017,8.560344828e-06,1499.048361,58
25.8422925,2.265e-06,8626.422958,323
25.8484848,0.000189,63.59919523,2
25.8536188,1.696153846e-05,161.1912095,13
25.8635949,3.45e-05,67.53188799,6
25.8635949,3.45e-05,67.53188799,6
25.8728589,4.516666667e-05,194.920196,9
25.8752361,7.277777778e-06,1056.361822,54
25.8828668,5.075e-05,141.5413865,6
25.8829589,7.242857143e-05,265.758727,7
25.8829589,7.242857143e-05,265.758727,7
25.8844762,1.6125e-05,211.1544442,16
25.8915768,3.255e-06,77853.57562,4266
25.8999843,2.057142857e-05,92.07430866,7
25.9108326,5.2875e-05,133.298716,4
25.9208988,4.335e-06,13940.94071,617
25.9253211,1.996153846e-05,392.5200586,13
25.9318817,4.32e-05,166.1001822,5
25.9376118,8.75e-05,153.3298702,3
25.9542132,3.596774194e-06,1623.899621,93
25.9542132,3.596774194e-06,1623.899621,93
25.9542132,3.596774194e-06,1623.899621,93
25.9602819,5.37e-06,10327.70315,309
25.9602819,5.37e-06,10327.70315,309
25.9627406,2.325e-06,11076.54605,402
25.9660097,1.3e-05,334.4836778,21
25.9686092,1.081578947e-05,217.585024,19
25.9686473,3.65e-05,233.3616458,6
25.9786883,1.965789474e-05,365.9833444,19
25.997258,3.54e-06,261080.7686,12640
25.9987514,2.053125e-05,489.1098652,16
26.0022612,4.425e-05,293.7087111,6
26.0066017,4.395e-05,245.326302,10
26.0092912,8.224137931e-06,1514.114038,58
26.0104356,0.00012525,348.1341749,4
26.0105213,7.08e-05,138.738699,5
26.0178387,7.86e-05,194.920196,5
26.020396,2.22e-06,153673.4383,11683
26.0218712,1.638461538e-05,247.7918622,13
26.0239898,6.863636364e-06,891.2154588,33
26.0244267,2.28e-06,2546.780995,189
26.0621123,1.210714286e-05,514.187013,28
26.0635709,4.035e-06,5027.03332,241
26.0649112,6.59375e-06,790.437317,48
26.0683594,4.125e-05,112.4595931,4
26.068783,9.06e-05,324.5982208,5
26.0703817,1.063636364e-05,615.5934226,22
26.0728811,4.4625e-05,62.96638261,4
26.0758428,4.125e-05,106.9749228,4
26.0825176,5.770833333e-06,1544.70115,72
26.0986991,1.5e-05,400.4494696,15
26.0995769,1.772727273e-05,255.3382175,11
