wn_obs,wn_obs_unc,I_obs,snr_obs
18.4220809,2.146153846e-05,285.0283364,13
18.4222318,6.05e-05,76.90709199,3
18.422718,5.2875e-05,257.9043992,8
18.4243351,1.992857143e-05,76.90709199,7
18.4259449,5.203125e-06,355.1669315,32
18.4320396,1.96875e-05,99.74282455,8
18.4401,5.6e-05,78.4606981,3
18.4404322,1.65e-05,293.7087111,11
18.4464602,2.207142857e-05,84.14966811,7
18.449936,4.32e-05,80.85015164,5
18.4519761,3.233333333e-05,167.7695067,9
18.4567364,7.86e-05,150.2937551,5
18.4594098,5.0625e-05,112.4595931,4
18.462586,3.9e-05,76.90709199,5
18.462809,1.95e-05,154.870851,10
18.4664518,2.226923077e-05,946.3250831,26
18.4664518,2.226923077e-05,946.3250831,26
18.4664518,2.226923077e-05,946.3250831,26
18.4700824,5.4e-05,109.1359394,5
18.4707814,2.1e-05,78.4606981,5
18.4730513,1.895454545e-05,172.8788184,11
18.485524,3.021428571e-05,416.7920816,14
18.4876342,5.584615385e-06,1544.70115,65
18.4876342,5.584615385e-06,1544.70115,65
18.4876342,5.584615385e-06,1544.70115,65
18.488219,8.522727273e-06,621.7802293,22
18.4956384,3.825e-05,189.1594631,8
18.5022448,3.3375e-05,73.15633762,4
18.5044301,1.014705882e-05,420.9809016,17
18.5065424,1.527272727e-05,1088.532798,33
18.5114457,1.815e-06,40643.13084,3028
18.5142018,1.158e-05,465.2557444,25
18.5195274,6.57e-05,117.0491154,5
18.5195274,6.57e-05,117.0491154,5
18.5218836,7.5e-06,479.4248608,21
18.524396,9.942857143e-05,694.0795184,7
18.5246029,2.006493506e-06,891.2154588,77
18.5337146,0.000105375,124.2869666,4
18.5348644,3.553846154e-05,429.4852598,13
18.5350181,6.28125e-05,585.5706259,8
18.5367031,5.67e-05,104.8566972,5
18.5450686,3.734042553e-06,504.0054478,47
18.5461006,2.257894737e-06,1252.110607,95
18.5640221,3.43125e-05,167.7695067,8
18.5670916,1.665e-05,250.2822018,10
18.5671709,4.875e-05,240.4685355,8
18.5704146,2.014285714e-05,562.6101125,14
18.5704556,8.080645161e-06,557.0120583,31
18.5731625,1.742307692e-05,213.2765716,13
18.5760818,4.225609756e-06,1794.686529,82
18.578348,8.224137931e-06,1963.699754,58
18.5830291,7.45e-05,101.7577431,3
18.5831172,6.375e-05,154.870851,6
18.5882259,1.22e-05,167.7695067,15
18.5900187,3.3375e-05,315.0049231,12
18.5960924,2.85e-05,69.58850971,6
18.5995325,2.49375e-05,115.8844672,8
18.6031132,7e-06,315.0049231,27
18.6031132,7e-06,315.0049231,27
18.6071479,1.89e-05,128.0720378,10
18.6087785,9.357142857e-06,299.6420005,21
18.6116257,9.6e-05,61.7195845,3
18.6156134,1.116e-05,456.0430832,25
18.6172452,3.915584416e-06,1812.723419,77
18.6182255,3.06e-06,8540.588625,388
18.6182255,3.06e-06,8540.588625,388
18.6182255,3.06e-06,8540.588625,388
18.6182255,3.06e-06,8540.588625,388
18.6206415,5.509615385e-06,891.2154588,52
18.6216874,2.732876712e-06,1035.444476,73
18.6281302,5.025e-06,514.187013,40
18.6321453,1.32e-05,97.7678041,10
18.6347945,1.494e-05,603.403876,25
18.6359381,6e-05,99.74282455,5
18.6418595,3.51e-06,5391.534291,246
18.6493585,4.125e-05,287.8929088,10
18.6514778,5.953125e-06,425.21182,32
18.6543153,1.995e-06,3302.996599,268
18.6547292,3.48e-05,120.6137612,5
18.6552876,5.553191489e-06,744.4058894,47
18.657159,9.225e-06,529.8463084,20
18.6575791,1.983333333e-05,215.4200268,9
18.6584584,1.65e-05,151.8042224,12
18.6584584,1.65e-05,151.8042224,12
18.6683622,3.15e-05,114.7314074,7
18.6741811,1.89e-06,9533.671675,826
18.6741811,1.89e-06,9533.671675,826
18.6792671,3.645e-06,17371.48157,778
18.6815358,2.385e-05,568.2644281,20
18.6891896,1.216666667e-05,279.384417,18
18.6895713,1.725e-06,1397.703496,134
18.690444,4.9e-05,58.12537394,3
18.6908923,7.821428571e-06,425.21182,28
18.6912752,9.45e-05,61.7195845,2
18.6924925,6.2e-05,84.14966811,3
18.6951374,2.04e-06,1329.536741,106
18.6969737,3.428571429e-05,121.8259396,7
18.697411,1.272e-05,551.4697056,25
18.6991924,1.285714286e-05,126.7977097,14
18.7053906,3.207692308e-06,806.4051898,65
18.7053906,3.207692308e-06,806.4051898,65
18.709541,1.605e-06,9533.671675,1014
18.7098759,1.98e-06,2814.628185,203
18.7119162,1.77e-06,17027.50321,1617
18.7167322,2.565e-06,2758.894832,179
18.71754,1.98e-06,7133.699431,517
18.7214248,9.083333333e-06,202.8749993,18
18.7216692,5.045454545e-06,680.3358429,44
18.7230766,1.027173913e-05,1316.307639,46
18.7246856,3.921428571e-05,129.3591732,7
18.7254893,2.625e-05,67.53188799,6
18.7308064,3.478125e-05,535.1713423,16
18.7348476,1.995e-06,1264.694517,109
18.7383243,4.757142857e-05,164.4474677,7
18.7383243,4.757142857e-05,164.4474677,7
18.7390015,2.1375e-06,798.3813341,80
18.7395401,2.13e-06,1425.938959,114
18.7433141,0.00014175,83.31237488,2
18.7436952,1.755e-06,1963.699754,189
18.7454051,4.090909091e-05,344.6701919,11
18.7465005,2.883333333e-05,166.1001822,9
18.7472014,8.977941176e-06,2546.780995,68
18.7506178,2.475e-05,64.88396399,6
18.7513952,3.78e-06,3049.05023,115
18.7528547,5.7e-05,178.1437318,5
18.7537816,2.13e-06,7574.822706,517
18.754273,2.2875e-05,117.0491154,8
18.754596,5.545454545e-06,408.5390653,33
18.7586551,7e-05,89.35313115,3
18.7629365,7.5e-06,362.3417593,29
18.7671189,5.314285714e-06,442.5650028,35
18.7691911,5.541666667e-06,498.9905197,36
18.7697871,3.781690141e-06,1132.956623,71
18.7707943,2.216666667e-06,1077.701726,90
18.7731555,2.115e-06,3507.24244,280
18.7740861,3.57e-05,65.53604862,5
18.7745015,5.85e-05,128.0720378,4
18.7750196,3.4125e-05,157.9994295,8
18.7857127,8.175e-06,759.4438657,40
18.8015147,5.7e-05,94.87835836,5
18.8031731,2.01e-06,2521.44011,219
18.8099199,3.72e-05,64.88396399,5
18.810172,5.625e-05,61.10547432,4
18.8177653,1.995e-06,2422.573069,205
18.8177653,1.995e-06,2422.573069,205
18.8201338,2.08125e-05,172.8788184,8
18.826381,5.380434783e-06,680.3358429,46
18.8301193,0.000136,181.7424537,3
18.8302308,3.975e-05,873.5682301,18
18.8370554,4.695e-05,299.6420005,10
18.8424521,9.794117647e-06,369.6615281,17
18.8457421,6.4e-06,388.6144287,30
18.858798,3.75e-06,4283.755369,165
18.8589608,3.78e-06,4241.1313,165
18.8659408,3.9375e-05,73.89156099,4
18.8691109,4.369565217e-06,621.7802293,46
18.8698088,2.6e-05,128.0720378,6
18.872513,5.65e-05,76.14186359,3
18.8740966,4.275e-05,87.58384041,4
18.8755277,4.35e-05,51.03974719,3
18.8847646,6.3e-05,83.31237488,3
18.8852764,6.3e-05,84.99537629,3
18.8902135,6.655172414e-06,3507.24244,87
18.8925568,7.5e-05,47.58921245,2
18.9062481,2.355e-06,1560.225645,118
18.9070687,3.519230769e-06,1203.014687,78
18.9094567,6.78e-06,545.9825003,25
18.9107785,1.002631579e-05,202.8749993,19
18.9146364,7.275e-05,142.963891,4
18.9146969,6.878571429e-05,224.211444,7
18.9193218,4.233333333e-06,484.2431507,45
18.921638,2.804347826e-06,1356.395144,92
18.9282842,1.280769231e-05,276.6045056,13
18.9318783,3.585e-06,11413.87707,558
18.9318783,3.585e-06,11413.87707,558
18.9338078,2.07e-05,131.9723816,10
18.9478272,1.8e-06,2650.717058,264
18.9513584,1.641176471e-05,305.6951502,17
18.9554819,1.965e-05,121.8259396,10
18.9623575,2.1e-05,400.4494696,17
18.9694436,1.408695652e-05,484.2431507,23
18.9694436,1.408695652e-05,484.2431507,23
18.9709137,4.8e-05,105.9105145,4
18.9754748,4.53e-06,4977.013513,191
18.9782502,2e-05,369.6615281,18
18.9802648,1.666666667e-05,181.7424537,9
18.9827141,5.58e-06,9629.486658,280
18.9827141,5.58e-06,9629.486658,280
18.9833873,1.755e-06,7574.822706,774
18.9852287,7.941176471e-06,2064.380742,68
18.9862042,0.000142875,305.6951502,4
18.9862042,0.000142875,305.6951502,4
18.9886487,1.278571429e-05,355.1669315,21
18.9887426,2.38e-05,673.5663981,15
18.9908214,1.747826087e-05,519.3546683,23
18.9972532,1.026923077e-05,377.1291662,26
19.008133,6.147058824e-06,1035.444476,51
19.008133,6.147058824e-06,1035.444476,51
19.0096502,2.646428571e-05,334.4836778,14
19.0147363,2.34e-06,3141.907603,244
19.016332,6.25e-06,4157.151294,96
19.0183513,1.12173913e-05,373.3766782,23
19.0185583,3.06e-05,102.7804153,5
19.0232301,5.583333333e-05,279.384417,9
19.0244929,5.65e-05,131.9723816,6
19.0254754,2.91e-06,2106.083979,130
19.0261586,3.7125e-05,76.14186359,4
19.0283417,5.807142857e-05,174.6162694,7
19.0284163,3.375e-05,75.38424934,4
19.03035,5.807142857e-05,178.1437318,7
19.0321977,3.107142857e-05,179.934096,7
19.0329491,4.10625e-05,687.1733217,16
19.0348108,1.003125e-05,162.811198,16
19.0357236,3.426923077e-05,377.1291662,13
19.0379004,1.094117647e-05,198.8578249,17
19.0423118,4.351851852e-06,1607.741559,81
19.0423118,4.351851852e-06,1607.741559,81
19.043991,2.675e-05,121.8259396,6
19.0446264,1.978021978e-06,1045.850856,91
19.0476193,4.4625e-05,185.4138746,8
19.0498678,3.825e-06,2758.894832,114
19.0511128,3.267857143e-05,412.6449411,14
19.0519836,1.566666667e-05,80.04568914,9
19.0528109,8.528571429e-05,285.0283364,7
19.0552851,1.1e-05,102.7804153,12
19.0555351,5.28e-05,76.14186359,5
19.0585175,5.75e-05,129.3591732,6
19.0590717,6.675e-05,123.0503006,4
19.0642137,6.3e-05,90.25113499,5
19.0657768,6.75e-06,221.9805128,24
19.0681571,3.91875e-05,166.1001822,8
19.0749764,4.211538462e-05,442.5650028,13
19.0796929,1.785e-05,106.9749228,10
19.0804946,1.946808511e-06,1077.701726,94
19.0822433,3.366666667e-05,171.1586554,9
19.0822433,3.366666667e-05,171.1586554,9
19.0827447,9.09375e-06,142.963891,16
19.0860983,0.000114,62.96638261,2
19.0892918,9.527027027e-06,744.4058894,37
19.0946658,7.894736842e-06,176.371182,19
19.0948414,7.25e-05,81.66269913,3
19.0962148,2.325e-06,4326.807816,311
19.0978964,1.434e-05,514.187013,25
19.0978964,1.434e-05,514.187013,25
19.1004181,1.075e-05,224.211444,18
19.1020069,1.335e-05,87.58384041,10
19.1040442,5.15e-06,290.7862706,30
19.1110926,2.49e-06,1623.899621,367
19.1133109,5.9625e-05,133.298716,4
19.1133489,3.765957447e-06,519.3546683,47
19.1137143,3.564935065e-06,1167.460259,77
19.114375,2.715e-06,4157.151294,238
19.1184701,4.221428571e-05,134.6383804,7
19.1184701,4.221428571e-05,134.6383804,7
19.1209095,1.115625e-05,176.371182,16
19.1209095,1.115625e-05,176.371182,16
19.1222875,4.275e-05,48.06748194,4
19.1371933,2.633333333e-05,524.5742595,18
19.1426318,2.53125e-06,1264.694517,96
19.1430969,3.677419355e-06,891.2154588,62
19.1449147,3e-05,54.74047392,4
19.1470462,2.05e-05,373.3766782,18
19.1470462,2.05e-05,373.3766782,18
19.1497569,5.07e-05,76.90709199,5
19.1524473,3.6e-05,58.70953361,5
19.1544682,2.775e-05,66.19468681,6
19.1554094,6.409090909e-06,1056.361822,55
19.158394,6.9e-05,73.89156099,4
19.1625633,1.92e-05,125.5360614,10
19.1634463,4.28125e-06,1203.014687,48
19.1660995,3.95e-05,44.37195519,3
19.1666901,6.80625e-05,260.4963714,8
19.1682351,1.283333333e-05,62.33986659,9
19.1683824,3.875e-05,185.4138746,6
19.1710532,4.436170213e-06,509.0707767,47
19.1710532,4.436170213e-06,509.0707767,47
19.1721126,2.427272727e-05,166.1001822,11
19.1725209,1.605e-06,8205.707395,825
19.1725209,1.605e-06,8205.707395,825
19.1786189,5.235e-06,12364.50533,439
19.1795989,7.95e-06,790.437317,40
19.181706,8.818965517e-06,1830.941582,58
19.1817998,1.221428571e-05,666.8643104,21
19.1822937,1.335714286e-05,318.1707651,21
19.1822937,1.335714286e-05,318.1707651,21
19.1848588,3.28125e-05,130.6592444,8
19.1854594,1.091666667e-05,774.7856293,36
19.1864049,1.603846154e-05,161.1912095,13
19.1866457,5.4e-05,92.99966079,4
19.188362,3.535714286e-06,946.3250831,70
19.1926843,9.75e-06,344.6701919,24
19.1942194,8.5e-05,102.7804153,3
19.1954745,2.3625e-05,380.9193673,16
19.1954745,2.3625e-05,380.9193673,16
19.196535,6.87e-05,115.8844672,5
19.2038067,3.653846154e-06,341.2406761,39
19.2089971,3.2625e-05,61.10547432,4
19.211,4.861111111e-06,873.5682301,54
19.2210957,1.588235294e-05,245.326302,17
19.2210957,1.588235294e-05,245.326302,17
19.2265615,0.0001002,166.1001822,5
19.2272159,1.86e-06,5667.964114,497
19.2276758,3.3e-05,104.8566972,7
19.2302351,1.995e-05,121.8259396,10
19.2322011,1.220454545e-05,369.6615281,22
19.2373267,2.7e-05,82.48341285,7
19.2483389,5.6625e-05,52.59410844,4
19.2504702,1.12826087e-05,369.6615281,23
19.2508435,1.41e-05,198.8578249,15
19.2536909,1.265853659e-05,1155.843845,41
19.2553273,7.137931034e-06,362.3417593,29
19.2573725,3.225e-05,135.9915085,6
19.257539,1.92e-05,112.4595931,10
19.2605179,2.045454545e-05,147.3177592,11
19.2664314,8.525e-05,179.934096,6
19.2675952,2.396341463e-06,984.9453016,82
19.2708403,3.666666667e-06,1303.210169,54
19.2708403,3.666666667e-06,1303.210169,54
19.2753802,8.019230769e-06,327.8604771,26
19.2772212,1.9e-05,90.25113499,9
19.2798742,1.892307692e-05,198.8578249,13
19.2848307,4.720588235e-06,331.1555196,34
19.2867434,9.5e-06,265.758727,24
19.2882426,3.365625e-05,433.8016484,16
19.2943233,2.506578947e-06,882.3477268,76
19.2961822,3.85e-05,341.2406761,12
19.2989546,9.068181818e-06,247.7918622,22
19.3008158,4.329545455e-06,438.1614174,44
19.3056294,4.89e-05,80.04568914,5
19.3080271,3.45e-05,69.58850971,6
19.3085749,1.381578947e-05,305.6951502,19
19.3086314,3.122727273e-05,456.0430832,11
19.3088884,2.381443299e-06,1342.898797,97
19.309409,6.418604651e-06,504.0054478,43
19.309409,6.418604651e-06,504.0054478,43
19.309409,6.418604651e-06,504.0054478,43
19.3110192,1.672826087e-05,2127.250464,46
19.3137027,4.916666667e-06,767.0763934,36
19.3142743,6.046391753e-06,3205.378326,97
19.317288,2.9e-05,58.70953361,6
19.3219194,4.864285714e-05,151.8042224,7
19.3249844,2.1375e-05,41.78799192,4
19.3258499,1.960714286e-05,238.0758436,14
19.3284197,4.155737705e-06,806.4051898,61
19.3289364,2.805e-05,167.7695067,10
19.3315415,1.294736842e-05,285.0283364,19
19.3343734,2.5e-05,100.7452466,6
19.3344179,1.665e-06,6201.74048,621
19.337478,1.458333333e-05,279.384417,18
19.341198,5.325e-05,112.4595931,6
19.3461155,7.636363636e-06,224.211444,22
19.3498083,4.5375e-05,43.93045681,4
19.3517316,7.916666667e-06,519.3546683,36
19.3527974,2.210526316e-06,1514.114038,76
19.3546206,2.35e-05,51.55269512,6
19.3551268,9.428571429e-06,442.5650028,28
19.3570456,1.92e-05,29.154795,5
19.3574125,1.772727273e-05,128.0720378,11
19.3594841,8.583333333e-06,167.7695067,18
19.3626254,1.89e-06,4034.288935,766
19.364074,3.1e-05,68.21058469,6
19.3641395,8.934782609e-06,562.6101125,23
19.3657237,4.9e-05,104.8566972,6
19.3658291,5e-06,1529.331127,51
19.3709183,5.175e-05,49.53132424,4
19.3727434,3.59375e-06,494.0254911,48
19.375429,5.1e-05,54.74047392,3
19.376659,4.3359375e-06,621.7802293,64
19.376882,8.671875e-06,311.8705817,32
19.3787198,6.12244898e-06,873.5682301,49
19.3787817,1.04375e-05,701.0551235,24
19.3793826,2.45e-05,124.2869666,9
19.380086,2.55e-06,1776.82911,115
19.3802802,5.055e-05,615.5934226,10
19.3859362,4.08e-05,59.89552466,5
19.3869501,6.55e-05,38.96293302,3
19.3881277,7.838028169e-06,2064.380742,71
19.3897952,1.8125e-05,140.1330361,12
19.393488,0.000216,35.60952562,1
19.3938334,7.788461538e-06,271.1273892,26
19.3938334,7.788461538e-06,271.1273892,26
19.3953813,9.875e-06,242.8852744,24
19.3966046,3.075e-06,1794.686529,100
19.3967507,2.5e-06,2106.083979,84
19.3974528,0.00018525,84.99537629,2
19.401315,3.225e-05,64.88396399,4
19.4014777,1.366666667e-05,68.89610242,9
19.4016722,1.25625e-05,185.4138746,16
19.4019216,4.425e-06,425.21182,40
19.4023106,6.06e-06,221.9805128,25
19.4046547,8.7e-06,460.6263823,30
19.4068323,1.228125e-05,369.6615281,16
19.409596,3.296511628e-06,1440.269874,86
19.4117614,3.336734694e-06,474.6545137,49
19.412851,9.870967742e-06,579.7441108,31
19.4154671,6.833333333e-06,438.1614174,36
19.4174886,5.0625e-05,44.37195519,4
19.418559,2.271428571e-05,66.19468681,7
19.4205443,1.8e-05,722.4054001,26
19.4225583,2.047058824e-05,348.1341749,17
19.4233859,0.0001002,153.3298702,5
19.4243165,3.54e-06,6140.032141,335
19.4265573,3.533333333e-05,181.7424537,9
19.428562,2.475e-06,2704.265074,185
19.4289663,5.73e-05,666.8643104,10
19.4297669,3.465e-06,3049.05023,234
19.4297669,3.465e-06,3049.05023,234
19.4297669,3.465e-06,3049.05023,234
19.4304007,1.95e-05,196.8791664,13
19.4311428,3.621428571e-06,1056.361822,70
19.4324706,2.575e-05,53.65655971,6
19.433034,2.5125e-05,99.74282455,8
19.4350576,1.45e-05,369.6615281,21
19.436254,3.31875e-05,128.0720378,8
19.4404891,4.533333333e-06,484.2431507,45
19.4409762,2.375e-06,984.9453016,84
19.4430884,1.77e-06,6718.265176,323
19.4459911,3.342857143e-05,93.93431287,7
19.4547334,3.125e-05,64.88396399,6
19.4597466,1.044e-05,3437.794407,75
19.4645818,3.385714286e-05,392.5200586,14
19.4657542,2.892857143e-05,84.99537629,7
19.4661891,1.755e-06,4977.013513,481
19.4690394,3.12e-05,42.63214515,5
19.4713661,2.7e-05,36.69396668,5
19.4745937,3.465e-06,3237.592904,183
19.4753651,3.175e-05,65.53604862,6
19.4801748,1.511538462e-05,153.3298702,13
19.4824841,2.1e-05,99.74282455,9
19.4878518,2.28e-06,1794.686529,134
19.4907778,1.89e-06,5500.450488,1154
19.4914519,7.65e-05,73.15633762,4
19.4952204,4.564285714e-06,1469.365235,70
19.4961537,2.066666667e-05,95.83189167,9
19.4995693,3.804878049e-06,377.1291662,41
19.5021954,2.595e-06,3403.587791,257
19.5039815,1.460526316e-05,2422.573069,38
19.5040513,5.301369863e-06,1656.704549,73
19.5054231,1.845e-05,105.9105145,10
19.507504,6.666666667e-06,282.1922671,27
19.5076422,3.207692308e-05,640.716226,13
19.5078034,8.88e-06,324.5982208,25
19.5098035,4.77e-05,62.96638261,5
19.5098035,4.77e-05,62.96638261,5
19.511537,4.8e-05,62.33986659,5
19.5152745,3.36e-06,2236.316877,128
19.5167928,2.445e-05,144.4006919,10
19.5171962,7.85e-06,416.7920816,30
19.5193513,5.53125e-06,334.4836778,32
19.5201647,4.725e-05,76.90709199,4
