lid1,lid2,E1,E2,J1,J2,snr,wn_ritz,wn_obs,wn_obs_unc,obs-ritz,I_calc,I_obs,gA,L1,L2
4,378,2585.4566,32221.5405,6.5,7.5,39,29636.0839,29636.0978,0.0051,0.0139,3.3e+03,4.4e+03,1.3e+07,id 4 2.5646 4f4.(5I).6s 6I 6.5,id 378 32.2425 4f3.(4G*).5d2.(3F) 6I* 7.5
4,362,2585.4566,31878.0959,6.5,7.5,25,29292.6393,29292.6461,0.0077,0.0068,3.2e+03,2.3e+03,1.3e+07,id 4 2.5646 4f4.(5I).6s 6I 6.5,id 362 31.8579 4f3.(4G*).5d.(2D).(5I*).6s 6I* 7.5
4,462,2585.4566,34399.9087,6.5,6.5,15,31814.4521,31814.4441,0.0116,-0.0080,3.1e+03,1.9e+03,2.1e+07,id 4 2.5646 4f4.(5I).6s 6I 6.5,id 462 34.3908 4f3.(4G*).5d.(2D).(5H*).6s 6H* 6.5
4,449,2585.4566,34001.4040,6.5,6.5,10,31415.9474,31415.9460,0.0102,-0.0014,2.4e+03,1.6e+03,1.5e+07,id 4 2.5646 4f4.(5I).6s 6I 6.5,id 449 34.0764 4f3.(4G*).5d.(2D).(5H*).6s 6H* 6.5
4,439,2585.4566,33809.2340,6.5,6.5,36,31223.7774,31223.7765,0.0028,-0.0008,2.0e+03,3.6e+03,1.2e+07,id 4 2.5646 4f4.(5I).6s 6I 6.5,id 439 33.8472 4f3.(4G*).5d.(2D).(5H*).6s 6H* 6.5
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
5,164,3066.7507,25524.4578,5.5,6.5,2748,22457.7071,22457.7036,0.0020,-0.0035,5.5e+05,4.9e+05,4.2e+08,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 164 25.5432 4f4.(5I).6p 6K* 6.5
5,281,3066.7507,29484.5826,5.5,5.5,4937,26417.8320,26417.8308,0.0012,-0.0012,2.9e+05,3.6e+05,5.4e+08,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 281 29.4945 4f4.(5I).6p 4I* 5.5
5,255,3066.7507,28563.4606,5.5,6.5,2037,25496.7100,25496.7119,0.0012,0.0019,2.4e+05,3.0e+05,3.9e+08,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 255 28.5901 4f3.(4G*).5d2.(3F) 6K* 6.5
5,229,3066.7507,27744.1651,5.5,6.5,1068,24677.4144,24677.4169,0.0010,0.0026,1.9e+05,1.8e+05,2.7e+08,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 229 27.7688 4f4.(5I).6p 4K* 6.5
5,263,3066.7507,28860.1267,5.5,5.5,1212,25793.3761,25793.3798,0.0012,0.0037,1.5e+05,1.3e+05,2.3e+08,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 263 28.8794 4f4.(5I).6p 4I* 5.5
5,267,3066.7507,29043.4311,5.5,4.5,2523,25976.6805,25976.6828,0.0012,0.0023,1.4e+05,2.0e+05,2.9e+08,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 267 29.0629 4f3.(4G*).5d2.(3F) 6I* 4.5
5,115,3066.7507,22696.8533,5.5,5.5,5093,19630.1027,19630.1009,0.0010,-0.0018,1.3e+05,2.0e+05,4.1e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 115 22.6432 4f3.(4I*).5d2.(1G) 4I* 5.5
5,278,3066.7507,29336.7120,5.5,5.5,869,26269.9613,26269.9604,0.0013,-0.0008,8.9e+04,7.2e+04,2.3e+08,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 278 29.3693 4f3.(4G*).5d.(2D).(5I*).6s 6I* 5.5
5,210,3066.7507,27308.9196,5.5,6.5,806,24242.1689,24242.1676,0.0010,-0.0014,8.2e+04,1.4e+05,1.0e+08,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 210 27.2547 4f4.(5I).6p 4K* 6.5
5,124,3066.7507,23409.5035,5.5,4.5,4062,20342.7528,20342.7507,0.0010,-0.0021,7.2e+04,1.4e+05,2.8e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 124 23.4045 4f3.(4I*).5d2.(3F) 2G* 4.5
5,150,3066.7507,25080.8458,5.5,5.5,1040,22014.0951,22014.0899,0.0009,-0.0052,7.2e+04,1.3e+05,4.7e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 150 25.0768 4f3.(4I*).5d2.(3P) 4I* 5.5
5,184,3066.7507,26327.9956,5.5,6.5,503,23261.2449,23261.2440,0.0010,-0.0009,6.0e+04,8.5e+04,5.2e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 184 26.3715 4f3.(4F*).5d2.(3F) 6G* 6.5
5,237,3066.7507,28072.7506,5.5,6.5,131,25005.9999,25006.0001,0.0026,0.0002,4.8e+04,5.5e+04,6.0e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 237 28.0654 4f3.(2H2*).5d2.(1D) 2K* 6.5
5,212,3066.7507,27233.5079,5.5,4.5,275,24166.7572,24166.7681,0.0018,0.0109,4.7e+04,4.3e+04,6.2e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 212 27.2881 4f4.(5I).6p 6H* 4.5
5,137,3066.7507,24321.2290,5.5,4.5,676,21254.4783,21254.4762,0.0010,-0.0021,4.4e+04,6.3e+04,2.2e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 137 24.3206 4f3.(4I*).5d2.(3P) 4I* 4.5
5,324,3066.7507,30691.0686,5.5,5.5,1115,27624.3180,27624.3178,0.0012,-0.0001,4.2e+04,7.2e+04,1.1e+08,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 324 30.7974 4f3.(4G*).5d.(2D).(5I*).6s 4I* 5.5
5,217,3066.7507,27448.6902,5.5,6.5,264,24381.9396,24381.9380,0.0011,-0.0016,3.9e+04,4.9e+04,5.3e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 217 27.4654 4f4.(5I).6p 6I* 6.5
5,239,3066.7507,28170.4292,5.5,4.5,621,25103.6785,25103.6835,0.0018,0.0050,3.9e+04,1.1e+05,5.0e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 239 28.1385 4f3.(4F*).5d2.(3F) 6F* 4.5
5,264,3066.7507,28926.2146,5.5,4.5,279,25859.4640,25859.4711,0.0012,0.0071,3.8e+04,3.1e+04,6.1e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 264 28.9022 4f3.(4G*).5d2.(3F) 6I* 4.5
5,122,3066.7507,23171.0909,5.5,4.5,157,20104.3402,20104.3568,0.0010,0.0166,3.7e+04,6.9e+03,1.3e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 122 23.2177 4f3.(4I*).5d.(2D).(3G*).6s 2G* 4.5
5,284,3066.7507,29581.8648,5.5,5.5,143,26515.1141,26515.1120,0.0012,-0.0021,3.2e+04,1.1e+04,6.0e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 284 29.5893 4f3.(4I*).5d2.(1G) 4G* 5.5
5,298,3066.7507,30161.5720,5.5,5.5,1042,27094.8213,27094.8253,0.0012,0.0040,3.1e+04,6.8e+04,6.9e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 298 30.1514 4f3.(4G*).5d2.(3F) 6I* 5.5
5,244,3066.7507,28354.3851,5.5,6.5,154,25287.6344,25287.6298,0.0011,-0.0046,3.0e+04,3.7e+04,4.7e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 244 28.3172 4f3.(2H2*).5d.(2D).(3I*).6s 4I* 6.5
5,246,3066.7507,28285.5906,5.5,5.5,115,25218.8400,25218.8401,0.0010,0.0001,2.9e+04,2.1e+04,4.6e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 246 28.3363 4f4.(5I).6p 6H* 5.5
5,132,3066.7507,23991.3867,5.5,6.5,870,20924.6360,20924.6347,0.0011,-0.0014,2.9e+04,4.8e+04,1.3e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 132 23.9210 4f3.(4I*).5d2.(1G) 4I* 6.5
5,196,3066.7507,26738.7720,5.5,6.5,220,23672.0214,23672.0208,0.0010,-0.0005,2.6e+04,3.9e+04,2.3e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 196 26.7418 4f3.(4I*).5d2.(3P) 4I* 6.5
5,221,3066.7507,27518.3727,5.5,5.5,219,24451.6220,24451.6197,0.0009,-0.0023,2.6e+04,3.0e+04,3.0e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 221 27.5962 4f3.(2H2*).5d2.(3F) 4K* 5.5
5,193,3066.7507,26772.0583,5.5,5.5,112,23705.3077,23705.3077,0.0010,0.0000,2.4e+04,2.0e+04,2.7e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 193 26.7139 4f4.(5I).6p 6I* 5.5
5,162,3066.7507,25481.2496,5.5,5.5,95,22414.4989,22414.4946,0.0017,-0.0043,2.4e+04,1.3e+04,1.6e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 162 25.4528 4f3.(4I*).5d2.(1D) 4H* 5.5
5,277,3066.7507,29298.6017,5.5,4.5,679,26231.8510,26231.8503,0.0012,-0.0007,2.3e+04,5.3e+04,4.1e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 277 29.3679 4f3.(2H2*).5d.(2D).(3F*).6s 4F* 4.5
5,209,3066.7507,27245.4209,5.5,5.5,180,24178.6703,24178.6572,0.0019,-0.0130,2.2e+04,3.2e+04,2.6e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 209 27.2157 4f3.(4G*).5d2.(3F) 6K* 5.5
5,227,3066.7507,27721.4154,5.5,6.5,182,24654.6647,24654.6655,0.0011,0.0008,2.2e+04,4.1e+04,2.8e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 227 27.7258 4f3.(4F*).5d.(2D).(5G*).6s 6G* 6.5
5,203,3066.7507,26991.8671,5.5,5.5,121,23925.1165,23925.1175,0.0011,0.0010,2.1e+04,2.7e+04,2.0e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 203 27.0468 4f3.(4F*).5d.(2D).(5F*).6s 6F* 5.5
5,316,3066.7507,30570.1831,5.5,6.5,405,27503.4324,27503.4306,0.0013,-0.0018,2.1e+04,2.8e+04,5.4e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 316 30.5313 4f3.(2G1*).5d2.(3F) 4K* 6.5
5,266,3066.7507,28984.4981,5.5,5.5,83,25917.7474,25917.7422,0.0016,-0.0052,2.0e+04,1.1e+04,3.2e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 266 28.9825 4f3.(4S*).5d2.(3F) 6F* 5.5
5,233,3066.7507,28089.4492,5.5,5.5,356,25022.6985,25022.6977,0.0010,-0.0008,2.0e+04,5.9e+04,2.5e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 233 27.9758 4f3.(4G*).5d2.(3F) 6K* 5.5
5,218,3066.7507,27424.9824,5.5,4.5,271,24358.2317,24358.2346,0.0009,0.0029,1.9e+04,4.1e+04,2.1e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 218 27.4892 4f3.(4S*).5d.(2D).(5D*).6s 6D* 4.5
5,245,3066.7507,28196.1308,5.5,6.5,96,25129.3801,25129.3813,0.0010,0.0012,1.8e+04,1.7e+04,2.6e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 245 28.3261 4f3.(2H2*).5d.(2D).(3K*).6s 2K* 6.5
5,167,3066.7507,25771.4927,5.5,4.5,44,22704.7420,22704.7415,0.0019,-0.0005,1.6e+04,5.5e+03,1.3e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 167 25.7418 4f4.(5I).6p 6I* 4.5
5,351,3066.7507,31451.2839,5.5,4.5,204,28384.5333,28384.5317,0.0012,-0.0015,1.5e+04,1.4e+04,4.7e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 351 31.4998 4f3.(4G*).5d.(2D).(5H*).6s 6H* 4.5
5,177,3066.7507,26274.0686,5.5,5.5,411,23207.3179,23207.3177,0.0009,-0.0002,1.5e+04,5.3e+04,1.4e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 177 26.1758 4f4.(5I).6p 4K* 5.5
5,170,3066.7507,25877.1416,5.5,4.5,278,22810.3909,22810.3925,0.0009,0.0016,1.5e+04,3.7e+04,1.2e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 170 25.8820 4f3.(4F*).5d2.(3F) 6G* 4.5
5,375,3066.7507,32165.2383,5.5,4.5,166,29098.4877,29098.4864,0.0012,-0.0013,1.4e+04,1.1e+04,5.4e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 375 32.1697 4f3.(2H2*).5d2.(3P) 4I* 4.5
5,380,3066.7507,32253.7199,5.5,4.5,320,29186.9692,29186.9690,0.0012,-0.0002,9.9e+03,2.2e+04,3.7e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 380 32.3001 4f3.(4I*).5d2.(1S) 4I* 4.5
5,408,3066.7507,33120.1026,5.5,5.5,34,30053.3519,30053.3507,0.0028,-0.0012,7.3e+03,2.7e+03,3.5e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 408 33.1430 4f3.(2K*).5d.(2D).(3I*).6s 4I* 5.5
5,282,3066.7507,29521.7213,5.5,4.5,29,26454.9706,26454.9362,0.0066,-0.0344,6.8e+03,2.9e+03,1.3e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 282 29.5359 4f3.(4G*).5d.(2D).(5I*).6s 4I* 4.5
5,382,3066.7507,32375.0287,5.5,5.5,109,29308.2780,29308.2769,0.0013,-0.0012,6.6e+03,8.8e+03,2.6e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 382 32.3712 4f3.(4G*).5d2.(3F) 6H* 5.5
5,334,3066.7507,30995.5469,5.5,5.5,63,27928.7962,27928.7932,0.0018,-0.0030,6.6e+03,4.8e+03,1.8e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 334 30.9918 4f3.(4F*).5d2.(3P) 6G* 5.5
5,399,3066.7507,32798.3859,5.5,4.5,27,29731.6353,29731.6313,0.0063,-0.0039,6.2e+03,2.4e+03,2.6e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 399 32.8163 4f3.(4G*).5d2.(3F) 6G* 4.5
5,280,3066.7507,29434.2337,5.5,6.5,35,26367.4831,26367.5248,0.0026,0.0417,6.0e+03,2.4e+03,1.2e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 280 29.4681 4f4.(5I).6p 6H* 6.5
5,304,3066.7507,30296.2511,5.5,6.5,419,27229.5004,27229.4906,0.0012,-0.0098,5.4e+03,2.9e+04,1.2e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 304 30.3097 4f3.(2H2*).5d.(2D).(3I*).6s 2I* 6.5
5,318,3066.7507,30488.9912,5.5,5.5,134,27422.2405,27422.2377,0.0013,-0.0028,4.8e+03,1.0e+04,1.2e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 318 30.5735 4f4.(5I).6p 4H* 5.5
5,391,3066.7507,32482.7357,5.5,4.5,43,29415.9850,29415.9845,0.0023,-0.0004,4.5e+03,3.3e+03,1.8e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 391 32.5268 4f3.(4F*).5d2.(3P) 4F* 4.5
5,389,3066.7507,32444.0635,5.5,5.5,36,29377.3128,29377.3113,0.0028,-0.0015,3.9e+03,3.6e+03,1.5e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 389 32.4831 4f3.(4F*).5d2.(1G) 4I* 5.5
5,366,3066.7507,31944.6203,5.5,4.5,124,28877.8697,28877.8695,0.0012,-0.0001,3.7e+03,7.8e+03,1.2e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 366 31.9147 4f3.(4I*).5d2.(1S) 4I* 4.5
5,369,3066.7507,31993.6210,5.5,4.5,66,28926.8703,28926.8682,0.0016,-0.0021,3.3e+03,4.4e+03,1.1e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 369 31.9761 4f3.(4I*).5d2.(1S) 4I* 4.5
5,401,3066.7507,33003.2286,5.5,5.5,43,29936.4779,29936.5045,0.0025,0.0266,3.2e+03,4.3e+03,1.5e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 401 32.9508 4f3.(4G*).5d.(2D).(5H*).6s 6H* 5.5
5,376,3066.7507,32144.4229,5.5,5.5,33,29077.6722,29077.6612,0.0032,-0.0111,2.8e+03,3.2e+03,1.0e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 376 32.1716 4f3.(4G*).5d.(2D).(5G*).6s 6G* 5.5
5,404,3066.7507,32954.8064,5.5,5.5,15,29888.0557,29888.0750,0.0129,0.0193,2.8e+03,1.5e+03,1.3e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 404 33.0420 4f3.(2K*).5d2.(3F) 4K* 5.5
5,420,3066.7507,33452.8703,5.5,6.5,55,30386.1197,30386.1106,0.0035,-0.0091,2.5e+03,5.4e+03,1.3e+07,id 5 3.0593 4f4.(5I).6s 4I 5.5,id 420 33.4164 4f3.(4G*).5d.(2D).(5I*).6s 4I* 6.5
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
6,248,3801.9241,28418.9455,7.5,8.5,4126,24617.0214,24617.0160,0.0020,-0.0054,9.1e+05,8.2e+05,1.6e+09,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 248 28.4190 4f4.(5I).6p 6K* 8.5
6,199,3801.9241,26912.7432,7.5,7.5,1452,23110.8192,23110.8138,0.0021,-0.0054,2.6e+05,2.9e+05,3.3e+08,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 199 26.9222 4f4.(5I).6p 6K* 7.5
6,276,3801.9241,29362.5106,7.5,7.5,2014,25560.5865,25560.5802,0.0013,-0.0064,2.6e+05,2.9e+05,4.9e+08,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 276 29.3603 4f4.(5I).6p 6I* 7.5
6,280,3801.9241,29434.2337,7.5,6.5,2272,25632.3097,25632.3088,0.0012,-0.0009,2.5e+05,2.8e+05,5.2e+08,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 280 29.4681 4f4.(5I).6p 6H* 6.5
6,270,3801.9241,29027.5174,7.5,8.5,2421,25225.5933,25225.5925,0.0010,-0.0009,2.2e+05,4.3e+05,6.0e+08,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 270 29.1336 4f4.(5I).6p 4K* 8.5
6,261,3801.9241,28856.8742,7.5,7.5,1680,25054.9502,25054.9474,0.0011,-0.0028,1.9e+05,3.4e+05,3.8e+08,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 261 28.8176 4f4.(5I).6p 6I* 7.5
6,136,3801.9241,24243.2017,7.5,6.5,5471,20441.2776,20441.2772,0.0011,-0.0004,1.9e+05,2.4e+05,8.6e+07,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 136 24.2683 4f3.(4F*).5d.(2D).(5H*).6s 6H* 6.5
6,206,3801.9241,27146.5368,7.5,6.5,1025,23344.6127,23344.6129,0.0010,0.0001,1.3e+05,1.7e+05,1.3e+08,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 206 27.1252 4f3.(4F*).5d2.(3F) 6G* 6.5
6,258,3801.9241,28748.4981,7.5,7.5,904,24946.5740,24946.5745,0.0010,0.0004,1.0e+05,1.6e+05,1.7e+08,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 258 28.7627 4f3.(4I*).5d2.(3P) 4I* 7.5
6,271,3801.9241,29088.7019,7.5,6.5,721,25286.7779,25286.7777,0.0011,-0.0002,9.8e+04,1.6e+05,1.6e+08,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 271 29.1786 4f3.(2H2*).5d2.(3F) 4I* 6.5
6,252,3801.9241,28540.9292,7.5,7.5,629,24739.0052,24739.0065,0.0011,0.0013,9.7e+04,1.1e+05,1.5e+08,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 252 28.4822 4f3.(4I*).5d2.(3P) 4I* 7.5
6,217,3801.9241,27448.6902,7.5,6.5,529,23646.7662,23646.7654,0.0011,-0.0007,9.3e+04,1.0e+05,1.3e+08,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 217 27.4654 4f4.(5I).6p 6I* 6.5
6,323,3801.9241,30707.2598,7.5,7.5,1083,26905.3357,26905.3361,0.0012,0.0003,8.9e+04,7.1e+04,2.3e+08,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 323 30.7189 4f4.(5I).6p 6H* 7.5
6,245,3801.9241,28196.1308,7.5,6.5,473,24394.2067,24394.2098,0.0011,0.0031,8.5e+04,9.5e+04,1.2e+08,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 245 28.3261 4f3.(2H2*).5d.(2D).(3K*).6s 2K* 6.5
6,265,3801.9241,28899.0437,7.5,6.5,208,25097.1197,25097.1187,0.0011,-0.0010,7.8e+04,5.1e+04,1.2e+08,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 265 28.9026 4f3.(4G*).5d2.(3F) 6K* 6.5
6,299,3801.9241,30246.7491,7.5,8.5,1177,26444.8251,26444.8235,0.0012,-0.0016,6.9e+04,8.5e+04,1.8e+08,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 299 30.1907 4f4.(5I).6p 6I* 8.5
6,362,3801.9241,31878.0959,7.5,7.5,805,28076.1719,28076.1801,0.0022,0.0082,6.6e+04,6.4e+04,2.6e+08,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 362 31.8579 4f3.(4G*).5d.(2D).(5I*).6s 6I* 7.5
6,172,3801.9241,26031.4570,7.5,7.5,238,22229.5329,22229.5337,0.0010,0.0008,4.8e+04,3.2e+04,3.6e+07,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 172 25.9749 4f3.(4I*).5d2.(1G) 4I* 7.5
6,308,3801.9241,30405.5590,7.5,7.5,958,26603.6350,26603.6350,0.0013,-0.0000,4.6e+04,8.0e+04,1.1e+08,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 308 30.4201 4f3.(2H2*).5d2.(3F) 4I* 7.5
6,257,3801.9241,28713.2125,7.5,8.5,16,24911.2885,24911.3479,0.0135,0.0594,4.2e+04,4.2e+03,6.4e+07,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 257 28.6881 4f3.(2H2*).5d2.(3F) 4L* 8.5
6,229,3801.9241,27744.1651,7.5,6.5,146,23942.2410,23942.2400,0.0011,-0.0010,3.4e+04,3.0e+04,4.8e+07,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 229 27.7688 4f4.(5I).6p 4K* 6.5
6,296,3801.9241,29955.3883,7.5,7.5,265,26153.4642,26153.4618,0.0013,-0.0024,3.2e+04,2.4e+04,7.2e+07,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 296 30.0604 4f3.(4G*).5d2.(3F) 6K* 7.5
6,462,3801.9241,34399.9087,7.5,6.5,267,30597.9846,30597.9847,0.0013,0.0001,2.9e+04,2.7e+04,1.9e+08,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 462 34.3908 4f3.(4G*).5d.(2D).(5H*).6s 6H* 6.5
6,159,3801.9241,25353.6095,7.5,7.5,470,21551.6855,21551.6850,0.0010,-0.0004,2.8e+04,6.6e+04,1.8e+07,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 159 25.3669 4f3.(4F*).5d2.(3F) 6I* 7.5
6,244,3801.9241,28354.3851,7.5,6.5,156,24552.4610,24552.4586,0.0010,-0.0024,2.7e+04,2.6e+04,4.3e+07,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 244 28.3172 4f3.(2H2*).5d.(2D).(3I*).6s 4I* 6.5
6,130,3801.9241,23737.4508,7.5,6.5,121,19935.5267,19935.5267,0.0011,-0.0000,2.7e+04,6.8e+03,1.1e+07,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 130 23.8186 4f3.(4I*).5d2.(3F) 2I* 6.5
6,418,3801.9241,33370.0545,7.5,6.5,44,29568.1304,29568.1292,0.0024,-0.0013,2.3e+04,4.1e+03,1.1e+08,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 418 33.3905 4f3.(4G*).5d.(2D).(5G*).6s 6G* 6.5
6,449,3801.9241,34001.4040,7.5,6.5,155,30199.4799,30199.4777,0.0014,-0.0022,2.0e+04,1.7e+04,1.2e+08,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 449 34.0764 4f3.(4G*).5d.(2D).(5H*).6s 6H* 6.5
6,139,3801.9241,24418.6919,7.5,6.5,2093,20616.7679,20616.7712,0.0011,0.0033,2.0e+04,1.0e+05,1.0e+07,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 139 24.4425 4f3.(4F*).5d2.(3F) 6I* 6.5
6,439,3801.9241,33809.2340,7.5,6.5,367,30007.3099,30007.3098,0.0013,-0.0001,1.9e+04,3.3e+04,1.1e+08,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 439 33.8472 4f3.(4G*).5d.(2D).(5H*).6s 6H* 6.5
6,321,3801.9241,30700.7612,7.5,6.5,265,26898.8372,26898.8360,0.0013,-0.0012,1.9e+04,2.1e+04,5.0e+07,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 321 30.6827 4f3.(4G*).5d.(2D).(5I*).6s 6I* 6.5
6,224,3801.9241,27611.7010,7.5,7.5,36,23809.7770,23809.7767,0.0027,-0.0003,1.7e+04,8.1e+03,2.1e+07,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 224 27.6527 4f4.(5I).6p 4K* 7.5
6,286,3801.9241,29701.4402,7.5,6.5,37,25899.5162,25899.4847,0.0061,-0.0314,1.5e+04,5.7e+03,3.0e+07,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 286 29.6686 4f3.(4F*).5d2.(3F) 4I* 6.5
6,316,3801.9241,30570.1831,7.5,6.5,169,26768.2590,26768.2627,0.0014,0.0037,1.4e+04,1.8e+04,3.8e+07,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 316 30.5313 4f3.(2G1*).5d2.(3F) 4K* 6.5
6,372,3801.9241,32093.6169,7.5,7.5,262,28291.6928,28291.6924,0.0013,-0.0004,1.4e+04,2.1e+04,5.5e+07,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 372 32.1004 4f3.(4F*).5d2.(1G) 4K* 7.5
6,302,3801.9241,30348.3132,7.5,6.5,227,26546.3891,26546.3891,0.0013,-0.0000,1.2e+04,2.0e+04,2.8e+07,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 302 30.2798 4f3.(4G*).5d.(2D).(5I*).6s 6I* 6.5
6,184,3801.9241,26327.9956,7.5,6.5,21,22526.0716,22526.0976,0.0054,0.0261,1.2e+04,3.7e+03,1.0e+07,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 184 26.3715 4f3.(4F*).5d2.(3F) 6G* 6.5
6,283,3801.9241,29622.1384,7.5,7.5,15,25820.2144,25820.2664,0.0152,0.0520,8.9e+03,2.3e+03,1.6e+07,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 283 29.5661 4f3.(2H2*).5d2.(3F) 2L* 7.5
6,378,3801.9241,32221.5405,7.5,7.5,38,28419.6164,28419.6106,0.0055,-0.0059,7.6e+03,3.8e+03,3.0e+07,id 6 3.7701 4f4.(5I).6s 6I 7.5,id 378 32.2425 4f3.(4G*).5d2.(3F) 6I* 7.5
