lev_id,E_calc,J,P,lev_name
413,53.34,8,1,53340.000  1.029 4f35d~2I1L  8.0
414,53.475,4,1,53474.998  1.106 4f35d~2D3F2 4.0
415,53.561,6,1,53561.001  1.001 4f35d~2H3K1 6.0
416,53.592,1,1,53591.999  1.289 4f36s~2P3P  1.0
417,53.614,11,1,53613.998  1.091 4f35d~2L3N 11.0
418,53.716,0,0,53716.000  0.000 4f4  _1S1S2 0.0
419,53.87,6,1,53869.999  1.029 4f35d~2H3H1 6.0
420,53.889,0,1,53889.000  0.000 4f35d~2D3P2 0.0
421,53.993,5,1,53993.000  0.863 4f35d~2H3I1 5.0
422,54.08,3,1,54080.002  1.338 4f36s~2D3D1 3.0
423,54.082,7,1,54082.001  1.033 4f35d~2I1K  7.0
424,54.273,4,1,54272.999  1.086 4f35d~2D3G2 4.0
425,54.347,1,1,54347.000  1.086 4f35d~4D3D  1.0
426,54.395,3,1,54395.000  1.157 4f35d~2H3F1 3.0
427,54.558,2,1,54557.999  1.104 4f36s~2D1D1 2.0
428,54.638,4,1,54638.000  1.058 4f35d~2H1G1 4.0
429,54.644,3,1,54644.001  1.247 4f35d~2D3D2 3.0
430,54.738,6,1,54737.999  1.025 4f35d~2H3I1 6.0
431,54.75,7,1,54750.000  1.026 4f35d~2H3K1 7.0
432,54.818,2,1,54818.001  1.232 4f35d~4D3D  2.0
433,54.935,1,1,54935.001  1.015 4f35d~4D3D  1.0
434,55.236,5,1,55236.000  1.179 4f35d~2D3G2 5.0
435,55.426,0,1,55425.999  0.000 4f35d~2D1S2 0.0
436,55.5,5,0,55500.000  1.007 4f4  _1H1H2 5.0
437,55.697,10,1,55696.999  1.002 4f35d~2L1N 10.0
438,55.704,2,1,55703.999  0.700 4f35d~2H3F1 2.0
439,55.718,4,0,55717.999  1.246 4f4  _3F3F1 4.0
440,55.759,3,1,55758.999  1.030 4f35d~2H3G1 3.0
441,55.791,4,1,55791.000  1.069 4f35d~2I1G  4.0
442,55.945,6,1,55945.000  0.988 4f35d~2H1I1 6.0
443,55.976,2,0,55976.002  0.690 4f4  _3F3F1 2.0
444,56.133,3,0,56132.999  1.089 4f4  _3F3F1 3.0
445,56.171,7,1,56171.001  1.087 4f35d~2H3I1 7.0
446,56.242,2,1,56242.001  1.197 4f35d~2D1D2 2.0
447,56.455,5,1,56455.002  1.107 4f35d~2H1H1 5.0
448,56.502,8,1,56501.999  1.094 4f35d~2H3K1 8.0
449,56.581,9,1,56581.001  1.003 4f35d~2L1M  9.0
450,56.612,3,1,56612.000  0.951 4f35d~2H1F1 3.0
451,56.881,2,1,56881.001  1.291 4f36s~2P3P  2.0
452,56.888,3,1,56888.000  1.089 4f35d~4D3D  3.0
453,57.032,1,1,57032.001  0.854 4f36s~2D3D1 1.0
454,57.248,2,1,57248.001  1.336 4f35d~2D3P2 2.0
455,57.356,6,1,57355.999  1.013 4f35d~2L1I  6.0
456,57.385,4,1,57384.998  0.983 4f35d~4D3G  4.0
457,57.704,3,1,57703.999  0.925 4f35d~2I3G  3.0
458,57.785,4,1,57785.000  0.961 4f35d~2F3H2 4.0
459,57.87,5,1,57869.999  1.097 4f35d~2H3G1 5.0
460,57.904,2,1,57903.999  1.445 4f36s~4D5D  2.0
461,58.07,1,1,58070.000  1.322 4f36s~4D5D  1.0
462,58.125,3,1,58125.000  1.455 4f36s~4D5D  3.0
463,58.167,5,1,58167.000  1.042 4f35d~4D3G  5.0
464,58.243,3,1,58243.000  0.780 4f35d~2F3G2 3.0
465,58.337,1,1,58337.002  1.483 4f35d~2D3S2 1.0
466,58.36,4,1,58360.001  1.021 4f35d~4D3G  4.0
467,58.484,0,1,58484.001  0.000 4f36s~4D5D  0.0
468,58.571,7,1,58570.999  1.125 4f35d~2L3I  7.0
469,58.669,5,1,58668.999  1.017 4f35d~2L3I  5.0
470,58.863,6,0,58862.999  1.135 4f4  _3H3H1 6.0
471,59.039,4,0,59039.001  0.799 4f4  _3H3H1 4.0
472,59.097,1,1,59097.000  1.387 4f35d~2D3S2 1.0
473,59.105,2,1,59105.000  1.131 4f36s~4D3D  2.0
474,59.162,5,1,59161.999  1.025 4f35d~2F3H2 5.0
475,59.22,3,1,59220.001  1.005 4f35d~2D1F2 3.0
476,59.355,5,0,59355.000  0.753 4f36p_4I5K  5.0
477,59.366,1,1,59366.001  0.646 4f36s~4D3D  1.0
478,59.454,2,0,59453.999  1.493 4f4  _3P3P1 2.0
479,59.575,6,1,59575.001  1.022 4f35d~2L3I  6.0
480,59.616,4,1,59616.001  1.057 4f35d~2F3G2 4.0
481,59.991,5,0,59991.001  1.027 4f4  _3H3H1 5.0
482,60.092,5,1,60091.999  0.861 4f36s~2I3I  5.0
483,60.159,4,0,60159.000  0.800 4f36p_4I5I  4.0
484,60.198,4,1,60198.002  1.498 4f36s~4D5D  4.0
485,60.253,6,1,60252.998  1.044 4f36s~2I3I  6.0
486,60.263,2,1,60263.000  0.897 4f35d~2F3F2 2.0
487,60.578,7,1,60577.999  1.019 4f35d~2L1K  7.0
488,60.704,3,1,60703.999  1.078 4f35d~2F3D2 3.0
489,60.708,2,1,60708.000  0.950 4f35d~2F3F2 2.0
490,60.724,6,1,60723.999  1.158 4f35d~2F3H2 6.0
491,60.818,6,0,60818.001  1.029 4f4  _1I1I1 6.0
492,61.21,5,1,61209.999  1.188 4f35d~2F3G2 5.0
493,61.214,1,1,61214.001  0.734 4f35d~2F3D2 1.0
494,61.28,7,1,61279.999  0.882 4f36s~2L3L  7.0
495,61.314,6,0,61313.999  0.968 4f36p_4I5K  6.0
496,61.337,3,1,61337.002  1.308 4f36s~4D3D  3.0
497,61.486,4,1,61486.000  1.233 4f35d~2F3F2 4.0
498,61.508,8,1,61507.999  1.015 4f36s~2L3L  8.0
499,61.563,7,1,61563.000  1.141 4f36s~2I3I  7.0
500,61.577,5,0,61577.000  0.953 4f36p_4I5I  5.0
501,61.58,1,0,61580.002  1.495 4f4  _3P3P1 1.0
502,61.639,3,1,61639.000  1.090 4f35d~2F3F2 3.0
503,61.863,6,0,61862.999  0.979 4f36p_4I5K  6.0
504,61.948,6,1,61948.002  1.008 4f36s~2I1I  6.0
505,62.395,2,1,62395.000  1.089 4f35d~2F3D2 2.0
506,62.576,3,1,62576.000  1.180 4f35d~2F3D2 3.0
507,62.798,0,0,62798.000  0.000 4f4  _3P3P1 0.0
508,62.876,9,1,62875.999  1.111 4f36s~2L3L  9.0
509,62.921,6,0,62921.001  1.021 4f36p_4I3K  6.0
510,63.183,5,0,63182.999  0.863 4f36p_4I3I  5.0
511,63.273,8,1,63272.999  1.004 4f36s~2L1L  8.0
512,63.284,3,0,63284.000  0.533 4f36p_4I5H  3.0
513,63.331,1,1,63331.001  1.663 4f35d~4D3S  1.0
514,63.395,4,0,63395.000  0.820 4f36p_4I5I  4.0
515,63.578,7,0,63577.999  1.091 4f36p_4I5K  7.0
516,63.666,6,0,63666.000  1.045 4f36p_4I5H  6.0
517,63.759,1,1,63758.999  0.574 4f36s~2D3D2 1.0
518,63.833,2,1,63833.000  1.178 4f36s~2D3D2 2.0
519,63.875,4,1,63875.000  0.804 4f36s~2H3H1 4.0
520,64.012,7,0,64012.001  1.151 4f36p_4I5K  7.0
521,64.118,5,1,64117.996  1.025 4f36s~2H3H1 5.0
522,64.173,6,0,64172.997  1.063 4f36p_4I5I  6.0
523,64.181,2,1,64181.000  1.450 4f35d~2F3P2 2.0
524,64.275,0,1,64275.002  0.000 4f35d~2F3P2 0.0
525,64.776,7,0,64776.001  1.094 4f36p_4I3K  7.0
526,64.783,5,1,64782.997  1.010 4f35d~2F1H2 5.0
527,64.917,3,1,64917.000  1.316 4f36s~2D3D2 3.0
528,65.177,1,1,65177.002  1.270 4f35d~2D1P2 1.0
529,65.194,5,0,65194.000  1.028 4f36p_4I5H  5.0
530,65.252,4,0,65251.999  0.828 4f36p_4I5H  4.0
531,65.313,5,0,65313.004  0.968 4f36p_4I5H  5.0
532,65.329,2,1,65329.002  1.001 4f36s~2D1D2 2.0
533,65.432,6,1,65431.999  1.142 4f36s~2H3H1 6.0
534,65.606,6,0,65606.003  0.988 4f36p_4I3K  6.0
535,65.694,7,0,65694.000  1.096 4f36p_4I5K  7.0
536,65.75,5,1,65750.000  0.988 4f36s~2H1H1 5.0
537,65.789,4,1,65789.001  1.005 4f35d~2F1G1 4.0
538,65.908,8,0,65907.997  1.162 4f36p_4I3K  8.0
539,65.977,7,0,65976.997  1.133 4f36p_4I5H  7.0
540,66.458,1,1,66458.000  1.415 4f35d~4D3S  1.0
541,66.694,8,0,66694.000  1.126 4f36p_4I5K  8.0
542,66.734,4,1,66734.001  0.907 4f35d~2G3H2 4.0
543,66.843,5,1,66843.002  1.071 4f35d~2G3H2 5.0
544,67.142,6,0,67141.998  1.112 4f36p_4I3I  6.0
545,67.314,6,0,67314.003  1.144 4f36p_4I5H  6.0
546,67.402,8,0,67402.000  1.143 4f36p_4I5K  8.0
547,67.563,3,1,67563.004  0.811 4f35d~2G3G2 3.0
548,67.585,6,1,67584.999  1.141 4f35d~2G3H2 6.0
549,67.771,4,1,67771.004  1.028 4f35d~2G3G2 4.0
550,67.793,5,0,67792.999  1.054 4f36p_4I3H  5.0
551,68.478,5,1,68477.997  1.130 4f35d~2G3G2 5.0
552,69.055,9,0,69055.000  1.221 4f36p_4I5K  9.0
553,69.102,7,0,69101.997  1.192 4f36p_4I5H  7.0
554,69.157,2,1,69156.998  0.723 4f35d~2G3F2 2.0
555,69.255,3,1,69254.997  1.050 4f35d~2G3F2 3.0
556,69.386,4,1,69386.002  1.173 4f35d~2G3F2 4.0
557,69.483,6,1,69483.002  1.042 4f35d~2G3I2 6.0
558,69.739,5,1,69738.998  0.865 4f35d~2G3I2 5.0
559,69.818,6,0,69818.001  1.169 4f36p_4I3H  6.0
560,69.835,2,1,69834.999  0.746 4f36s~2F3F2 2.0
561,69.941,3,1,69941.002  1.104 4f36s~2F3F2 3.0
562,70.076,4,0,70075.996  1.004 4f4  _1G1G3 4.0
563,70.238,7,1,70237.999  1.142 4f35d~2G3I2 7.0
564,70.916,2,0,70916.000  0.554 4f36p_4F5G  2.0
565,71.275,4,1,71275.002  1.251 4f36s~2F3F2 4.0
566,71.283,1,0,71282.997  0.483 4f36p_4F3D  1.0
567,71.384,2,1,71384.003  0.963 4f35d~2G1D2 2.0
568,71.685,3,1,71684.998  1.025 4f36s~2F1F2 3.0
569,71.979,5,0,71978.996  1.015 4f36p_2H3I2 5.0
570,71.986,3,0,71986.000  1.100 4f36p_4F5G  3.0
