wn_calc,gA_calc,upper_lev_id,lower_lev_id
41.101766,2.721e+08,535,72
41.094999,555300,468,25
41.092001,392400,535,73
41.091999,726600,458,21
41.087,6969000,452,19
41.068998,3624000,550,89
41.063685,1.177e+08,503,42
41.063002,111300,504,43
41.056001,261000,433,11
41.055,53960000,564,110
41.053002,1229000,466,24
41.044126,4110000,544,86
41.041999,2120000,508,51
41.021999,194600,563,102
41.014999,379300,489,35
41.010998,2532000,488,35
41.010998,679000,457,21
41.004004,9.871e+08,534,73
41.001734,24420000,510,54
40.992003,124300,567,114
40.98,157400,385,6
40.965284,1.935e+08,495,38
40.963251,3.041e+08,516,58
40.955999,29620000,570,119
40.942167,6.34e+08,539,78
40.940496,3.33e+08,509,52
40.940003,509300,496,40
40.932,5062000,442,15
40.928001,443100,381,5
40.926001,36290000,570,120
40.918997,79770000,569,120
40.917999,387500,518,59
40.897002,150600,389,7
40.893002,805500,249,0
40.891001,1.575e+09,559,99
40.87525,5.389e+08,515,58
40.875002,532600,477,27
40.870002,195500,447,18
40.860001,240000,463,24
40.856001,106000,401,8
40.842999,1168000,430,12
40.832567,90260000,569,121
40.832206,232300,264,1
40.830998,3495000,551,94
40.83,18090000,564,111
40.827,18610000,570,122
40.825305,33920000,522,63
40.817002,1280000,493,40
40.811,301700,450,19
40.777686,55200000,500,42
40.773998,281200,384,6
40.772812,1.924e+08,525,67
40.755567,3.73e+08,483,33
40.737,115100,410,10
40.731001,419700,429,13
40.727583,31650000,534,75
40.717512,13930000,525,68
40.692001,451900,401,9
40.691997,127000,456,21
40.691,337900,463,25
40.678617,5939000,562,103
40.669998,126300,487,37
40.65917,2.285e+08,535,78
40.659,2121000,480,30
40.657425,62550000,539,79
40.633205,194300,262,1
40.633001,11560000,546,90
40.621462,322000,299,3
40.618,1369000,498,44
40.606001,272200,472,27
40.596128,70030000,541,86
40.593,2424000,540,84
40.590002,21050000,545,89
40.588425,13910000,538,79
40.571205,367200,261,1
40.571173,137500,534,78
40.569999,332500,486,35
40.563,173500,459,24
40.545919,20530000,516,61
40.542392,11080000,483,34
40.540001,342800,570,124
40.522998,175800,558,102
40.514685,1.956e+08,495,42
40.508471,256500,276,2
40.507995,15290000,569,125
40.482,788900,426,13
40.480002,862800,479,32
40.478001,1378000,458,24
40.474002,106600,532,74
40.471348,2.662e+08,476,29
40.469286,1174000,491,38
40.468,141200,425,11
40.457918,23970000,515,61
40.445999,108900,408,10
40.434584,2660000,531,75
40.420622,60630000,559,103
40.419805,18950000,569,126
40.413999,30230000,570,127
40.393999,134000,459,25
40.39,274700,494,44
40.384656,9059000,514,60
40.374428,24690000,535,79
40.374393,648000,481,34
40.373579,6183000,530,75
40.359999,320500,424,13
40.348,166000,393,9
40.331997,45740000,566,118
40.324999,234900,492,43
40.321002,197000,389,8
40.318308,6.011e+08,516,63
40.31558,13450000,529,75
40.314001,990800,537,81
40.311001,549800,489,40
40.309,39770000,559,106
40.307,1376000,488,40
40.304001,868200,502,46
40.286997,391000,526,71
40.286431,103000,534,79
40.278174,2511000,531,78
40.273656,5957000,512,60
40.271999,214400,369,5
40.267002,298400,557,102
40.263,183800,475,30
40.252996,1195000,566,119
40.231001,161000,506,56
40.206759,168300,470,28
40.204998,1275000,474,30
40.199001,332300,242,0
40.197998,5925000,448,20
40.192001,135700,391,9
40.187748,3282000,310,4
40.183767,1305000,525,72
40.174002,32380000,525,73
40.172655,7520000,510,60
40.169808,954000,522,67
40.15917,6102000,529,78
40.158,164900,426,14
40.155349,51330000,471,29
40.151001,3487000,497,46
40.151001,823200,564,117
40.124998,752700,384,7
40.124005,256700,549,94
40.122999,21260000,570,130
40.122465,757400,291,3
40.114508,954800,522,68
40.098,21670000,421,12
40.092001,37300000,552,100
40.085142,5.515e+08,500,50
40.077999,305600,456,24
40.071997,78490000,566,123
40.067,4565000,474,32
40.062918,1.239e+08,510,61
40.062,237600,527,74
40.055998,205600,457,26
40.054001,1430000,570,131
40.050001,3424000,505,56
40.049,121700,455,24
40.047308,2385000,514,63
40.046997,51520000,569,131
40.018687,392600,491,42
40.008812,45110000,520,67
40.002003,866300,496,46
39.974999,1713000,419,12
39.965,17890000,564,118
39.960121,32840000,546,92
39.958472,506600,271,2
39.957999,3847000,440,19
39.953512,20220000,520,68
39.939001,157900,506,57
39.931999,302900,369,6
39.925001,21660000,541,90
39.923,168500,480,35
39.918999,429600,450,21
39.904998,460300,558,108
39.900306,314500,562,112
39.885999,1626000,564,119
39.882494,19230000,503,52
39.879125,11530000,539,86
39.875,186700,492,46
39.867,21930000,445,20
39.866001,312100,486,40
39.838999,2068000,490,43
39.836998,104500,566,124
39.835307,310700,510,63
39.823995,416600,562,113
39.820002,1844000,493,48
39.810285,2249000,483,38
39.810125,757400,538,86
39.809997,3449000,569,133
39.80092,58100000,509,61
39.770019,18600000,483,39
39.761002,344100,360,5
39.758001,485000,505,57
39.757,1124000,564,122
39.755,1079000,385,8
39.741171,3.378e+08,525,78
39.738392,59570000,476,34
39.737,3796000,431,15
39.724999,24320000,430,15
39.711998,790800,469,30
39.705,7173000,564,123
39.688,1050000,570,135
39.688,1970000,487,44
39.681734,10770000,503,54
39.673999,243100,498,51
39.667,482000,479,37
39.666001,1159000,415,12
39.662811,1503000,516,67
39.660999,1049000,506,59
39.651,1073000,434,18
39.642311,3484000,559,112
39.642286,7365000,481,38
39.635568,26020000,471,33
39.607511,14090000,516,68
39.601997,1.008e+08,569,137
39.596495,17780000,500,52
39.596128,13080000,535,86
39.592996,25820000,553,106
39.591,115500,400,10
39.579001,202000,461,27
39.57481,7015000,515,67
39.574,905100,469,32
39.573309,4.583e+08,509,63
39.570998,1.023e+08,522,73
39.566001,2358000,537,87
39.561998,838400,414,13
39.552002,236600,556,108
39.551996,1402000,562,116
39.549002,126100,561,114
39.548998,1573000,384,8
39.548003,2223000,556,109
39.548,2188000,570,138
39.547001,537100,398,10
39.537001,190200,477,36
39.519996,51110000,569,139
39.51951,221400,515,68
39.508131,894600,534,86
39.491001,129400,513,66
39.479999,2635000,505,59
39.476,583000,468,32
39.464002,667600,532,84
39.456429,45880000,525,79
39.443001,6228000,570,140
39.422393,629600,471,34
39.420997,112400,555,108
39.419996,9050000,566,130
39.419767,4982000,520,72
39.411999,314400,473,35
39.410002,2481000,520,73
39.403,466400,466,30
39.399461,262600,282,3
39.395735,9093000,500,54
39.384998,563300,384,9
39.369,6194000,488,46
39.346001,2127000,570,142
39.343999,755800,564,127
39.338997,1819000,569,142
39.326,168300,523,74
39.312002,1999000,528,84
39.310997,3821000,562,117
39.307997,208800,526,81
39.306205,159000,245,1
39.301,36160000,514,69
39.294577,33110000,522,75
39.294001,5265000,559,116
39.294001,312700,502,56
39.285999,15100000,464,30
39.282999,646100,369,7
39.282997,8343000,569,143
39.261997,12770000,551,102
39.257997,282800,558,115
39.252996,48130000,539,89
39.252121,9369000,541,92
39.250999,353100,570,144
39.239999,182800,452,26
39.210999,627700,392,10
39.209999,387700,463,30
39.196003,1876000,543,94
39.19,1555000,512,69
39.185001,240400,391,10
39.181463,548100,276,3
39.16025,18540000,503,58
39.159998,825900,494,53
39.138998,23660000,538,90
39.138167,222000,522,78
39.132734,2351000,495,54
39.12451,26870000,510,68
39.091,285500,356,6
39.077,8930000,570,148
39.072001,190400,463,32
39.069996,3840000,569,148
39.065998,270900,440,21
39.064001,3.511e+08,516,73
39.052999,14600000,564,130
39.050999,285000,568,141
39.047714,15250000,550,98
39.024998,19640000,566,134
39.010998,416800,438,21
39.006285,1356000,476,38
39.002001,870800,557,115
39.002001,232900,502,57
38.993,125700,222,0
38.992003,104800,496,56
38.986206,110800,240,1
38.985765,77920000,515,72
38.984997,6057000,566,135
38.978,784100,518,74
38.977171,3.491e+08,520,78
38.976,6820000,515,73
38.971001,222000,220,0
38.969999,65590000,535,89
38.966019,29480000,476,39
38.935997,18560000,566,136
38.925001,3.76e+08,535,90
38.917812,42430000,509,67
38.915996,11290000,569,149
38.905001,594500,556,115
38.875999,483500,411,14
38.869002,2501000,493,56
38.865999,5320000,550,99
38.862512,1536000,509,68
38.86,119800,513,70
38.856999,118900,419,15
38.853425,9007000,522,79
38.843001,112100,429,19
38.842002,569100,373,8
38.837,515500,428,19
38.832003,819900,531,88
38.827999,2161000,458,30
38.809997,4250000,569,150
38.803999,371100,362,7
38.797001,860500,216,0
38.78758,64820000,516,75
38.778,159700,352,6
38.775,2368000,459,32
38.770998,1639000,530,88
38.761999,126700,405,11
38.761,391000,359,7
38.757002,270800,454,27
38.755002,1124000,406,12
38.742918,1463000,503,61
38.742001,128800,570,151
38.731001,32000000,480,43
38.723999,2550000,502,59
38.714472,122300,251,2
38.712999,6790000,529,88
38.706997,6569000,569,152
38.700001,986200,472,40
38.694,381500,527,87
38.692429,2193000,520,79
38.690286,1136000,471,38
38.690001,648900,479,43
38.687999,4329000,424,18
38.679998,862000,550,101
38.679563,105500,483,49
38.671572,766700,559,121
38.667142,7612000,483,50
38.667,209100,466,35
38.658001,4293000,564,134
38.65002,2071000,471,39
38.648003,3498000,567,145
38.643997,191000,551,108
38.641003,139600,565,141
38.639998,1859000,551,109
38.63117,1387000,516,78
38.618,178300,564,135
38.61125,56880000,495,58
38.604995,834900,562,125
38.594,760900,426,19
38.589003,1655000,531,89
38.570999,1136000,497,59
