wn_calc,gA_calc,upper_lev_id,lower_lev_id
26.9641,19710000,218,1
27.3685,20180000,214,0
25.7392,12960000,214,3
24.8914,216900000,216,4
19.5859,31780000,216,16
22.4116,18010000,216,9
18.4376,10820000,216,21
24.9008,245900000,217,4
26.0018,227300000,217,2
23.6953,125700000,217,6
18.447,81030000,217,21
24.4061,53050000,217,5
17.1245,51250000,217,29
22.9692,41850000,217,8
14.5513,13820000,217,51
15.4692,12920000,217,42
25.88,146000000,219,3
26.1326,32730000,221,2
24.5369,29720000,221,5
25.9398,27810000,221,3
25.0316,20730000,221,4
25.9315,109500000,220,3
25.0881,441600000,224,4
23.1565,145500000,224,8
19.7826,58950000,224,16
17.4937,32890000,224,27
23.8826,20640000,224,6
13.3896,17200000,224,58
12.6414,16170000,224,62
16.2843,11230000,224,38
27.5708,57850000,222,0
27.6255,22690000,223,0
27.6523,48050000,225,0
26.023,11730000,225,3
25.1612,172200000,227,4
24.6665,28230000,227,5
18.7074,22710000,227,21
26.2622,17770000,227,2
17.3849,10370000,227,29
24.7095,267200000,229,5
25.2042,105500000,229,4
23.9987,47930000,229,6
14.8547,37010000,229,51
26.3052,19730000,229,2
18.7504,12340000,229,21
25.1612,50070000,226,4
26.0694,24810000,226,3
26.2622,14250000,226,2
26.1016,38050000,228,3
26.2944,21310000,228,2
22.2326,17510000,228,10
27.7908,15860000,231,0
21.8278,50060000,230,11
25.2254,30560000,230,4
19.9199,12470000,230,16
26.3148,562200000,232,3
15.6086,39210000,232,47
26.5076,37490000,232,2
27.4461,29350000,232,1
14.7077,21670000,232,54
16.2226,16420000,232,41
18.0403,13380000,232,26
27.9441,10950000,232,0
25.4112,43920000,233,4
24.9165,24830000,233,5
23.4796,16330000,233,8
22.4504,11830000,233,10
26.4234,91450000,238,3
26.6162,10590000,238,2
26.528,40720000,234,2
25.4488,223600000,236,4
26.5498,26200000,236,2
17.1454,12660000,236,34
23.5172,10700000,236,8
17.6725,10060000,236,29
22.0444,102500000,235,11
22.9622,27920000,235,9
25.0061,59740000,237,5
26.6018,48680000,237,2
26.7347,67990000,241,2
25.6337,36940000,241,4
26.5419,21490000,241,3
25.0792,50280000,239,5
27.6134,24780000,239,1
26.4821,20350000,239,3
26.5332,41520000,240,3
25.7526,239900000,244,4
22.355,48910000,244,11
25.2579,47260000,244,5
24.5471,42960000,244,6
19.2988,30720000,244,21
17.9763,23320000,244,29
26.8536,15570000,244,2
26.5942,123600000,242,3
28.2235,65300000,242,0
22.2542,18760000,242,12
25.7717,247800000,246,4
26.8727,103900000,246,2
25.277,45650000,246,5
23.8401,25820000,246,8
15.4085,16670000,246,52
17.4683,15290000,246,34
17.9954,11360000,246,29
27.7781,132900000,243,1
26.8396,37500000,243,2
28.2761,17660000,243,0
21.3838,12090000,243,14
